Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,cape,tr_cape
1953.04,24.71,1.41,2.46,26.6,1953.29,2.83,234.11,13.39,19041.44,23.28,1893.1,12.16,15.59
1953.05,24.84,1.42,2.48,26.7,1953.37,3.05,234.46,13.37,19160.55,23.44,1915.54,12.14,15.56
1953.06,23.95,1.42,2.51,26.8,1953.46,3.11,225.22,13.35,18496.05,23.6,1938.42,11.62,14.9
1953.07,24.29,1.42,2.52,26.8,1953.54,2.93,228.42,13.35,18850.01,23.73,1958.2,11.75,15.07
1953.08,24.39,1.42,2.54,26.9,1953.62,2.95,228.5,13.3,18948.74,23.77,1970.75,11.72,15.03
1953.09,23.27,1.42,2.55,26.9,1953.71,2.87,218.01,13.3,18170.54,23.89,1991.18,11.14,14.29
1953.10,23.97,1.43,2.54,27,1953.79,2.66,223.74,13.35,18740.52,23.68,1983.25,11.39,14.62
1953.11,24.5,1.44,2.52,26.9,1953.87,2.68,229.53,13.49,19320.27,23.64,1989.85,11.64,14.95
1953.12,24.83,1.45,2.51,26.9,1953.96,2.59,232.63,13.58,19675.79,23.52,1988.97,11.75,15.1
1954.01,25.46,1.46,2.52,26.9,1954.04,2.48,238.53,13.65,20271.21,23.64,2009.07,12,15.43
1954.02,26.02,1.46,2.54,26.9,1954.12,2.47,243.77,13.71,20814.17,23.77,2029.16,12.22,15.71
1954.03,26.57,1.47,2.55,26.9,1954.21,2.37,248.93,13.77,21352.12,23.89,2049.23,12.42,15.97
1954.04,27.63,1.46,2.57,26.8,1954.29,2.29,259.82,13.76,22385.17,24.2,2084.85,12.91,16.6
1954.05,28.73,1.46,2.6,26.9,1954.37,2.37,269.16,13.65,23287.81,24.33,2104.8,13.31,17.12
1954.06,28.96,1.45,2.62,26.9,1954.46,2.38,271.32,13.58,23572.19,24.55,2132.57,13.36,17.18
1954.07,30.13,1.46,2.62,26.9,1954.54,2.3,282.28,13.65,24623.33,24.58,2143.88,13.83,17.78
1954.08,30.73,1.46,2.63,26.9,1954.62,2.36,287.9,13.71,25213.33,24.61,2155.13,14.04,18.05
1954.09,31.45,1.47,2.63,26.8,1954.71,2.38,295.75,13.82,26001.24,24.73,2174.35,14.36,18.45
1954.10,32.18,1.49,2.68,26.8,1954.79,2.43,302.61,14.04,26707.65,25.17,2221.49,14.62,18.78
1954.11,33.44,1.52,2.72,26.8,1954.87,2.48,314.46,14.26,27858.28,25.61,2268.76,15.12,19.41
1954.12,34.97,1.54,2.77,26.7,1954.96,2.51,330.08,14.54,29349.32,26.15,2324.78,15.79,20.26
1955.01,35.6,1.55,2.83,26.7,1955.04,2.61,336.03,14.6,29986.23,26.74,2386.54,15.99,20.5
1955.02,36.79,1.55,2.9,26.7,1955.12,2.65,347.26,14.66,31097.61,27.34,2448.48,16.44,21.06
1955.03,36.5,1.56,2.96,26.7,1955.21,2.68,344.52,14.72,30962.37,27.94,2510.92,16.22,20.76
1955.04,37.76,1.56,3.05,26.7,1955.29,2.75,356.41,14.76,32141.72,28.76,2593.36,16.69,21.33
1955.05,37.6,1.57,3.13,26.7,1955.37,2.76,354.9,14.79,32116.65,29.58,2676.39,16.52,21.1
1955.06,39.78,1.57,3.22,26.7,1955.46,2.78,375.48,14.82,34090.49,30.39,2759.46,17.37,22.16
1955.07,42.69,1.59,3.29,26.8,1955.54,2.9,401.44,14.92,36560.67,30.97,2820.48,18.45,23.5
1955.08,42.43,1.6,3.37,26.8,1955.62,2.97,399,15.08,36452.43,31.66,2892.37,18.22,23.17
1955.09,44.34,1.62,3.44,26.9,1955.71,2.97,415.41,15.18,38067.28,32.23,2953.35,18.84,23.93
1955.10,42.11,1.63,3.5,26.9,1955.79,2.88,394.52,15.24,36269.14,32.79,3014.53,17.77,22.53
1955.11,44.95,1.63,3.56,26.9,1955.87,2.89,421.12,15.3,38832.45,33.35,3075.5,18.84,23.84
1955.12,45.37,1.64,3.62,26.8,1955.96,2.96,426.65,15.42,39460.05,34.04,3148.45,18.94,23.94
1956.01,44.15,1.67,3.64,26.8,1956.04,2.9,415.17,15.7,38520,34.26,3178.73,18.29,23.08
1956.02,44.43,1.7,3.67,26.8,1956.12,2.84,417.81,15.99,38887.9,34.48,3209.3,18.27,23.02
1956.03,47.49,1.73,3.69,26.8,1956.21,2.96,446.58,16.27,41692.38,34.7,3239.52,19.37,24.37
1956.04,48.05,1.75,3.66,26.9,1956.29,3.18,450.17,16.43,42155,34.29,3210.97,19.37,24.34
1956.05,46.54,1.78,3.63,27,1956.37,3.07,434.41,16.58,40808.44,33.88,3182.95,18.54,23.27
1956.06,46.27,1.8,3.6,27.2,1956.46,3,428.71,16.68,40403.93,33.36,3143.6,18.16,22.77
1956.07,48.78,1.81,3.55,27.4,1956.54,3.11,448.67,16.68,42415.79,32.68,3089.74,18.86,23.62
1956.08,48.49,1.83,3.51,27.3,1956.62,3.33,447.63,16.86,42450.91,32.37,3069.94,18.67,23.37
1956.09,46.84,1.84,3.46,27.4,1956.71,3.38,430.82,16.92,40990.5,31.82,3027.91,17.84,22.31
1956.10,46.24,1.81,3.44,27.5,1956.79,3.34,423.76,16.56,40449.56,31.56,3012.14,17.42,21.78
1956.11,45.76,1.77,3.43,27.5,1956.87,3.49,419.36,16.25,40158.94,31.4,3007.24,17.12,21.39
1956.12,46.44,1.74,3.41,27.6,1956.96,3.59,424.05,15.89,40734.83,31.14,2991.08,17.2,21.47
1957.01,45.43,1.74,3.41,27.6,1957.04,3.46,414.83,15.86,39975.85,31.11,2997.68,16.72,20.86
1957.02,43.47,1.73,3.4,27.7,1957.12,3.34,395.5,15.77,38239.71,30.96,2993.84,15.84,19.76
1957.03,44.03,1.73,3.4,27.8,1957.21,3.41,399.15,15.68,38719.38,30.82,2989.91,15.9,19.82
1957.04,45.05,1.73,3.41,27.9,1957.29,3.48,406.93,15.63,39600.68,30.77,2994.59,16.12,20.09
1957.05,46.78,1.73,3.41,28,1957.37,3.6,421.05,15.57,41100.83,30.72,2998.95,16.6,20.66
1957.06,47.55,1.73,3.42,28.1,1957.46,3.8,426.46,15.52,41754.89,30.67,3003.19,16.73,20.81
1957.07,48.51,1.74,3.44,28.3,1957.54,3.93,431.99,15.5,42423.27,30.6,3005.46,16.87,20.96
1957.08,45.84,1.75,3.45,28.3,1957.62,3.93,408.22,15.58,40215.82,30.75,3029.64,15.87,19.7
1957.09,43.98,1.76,3.47,28.3,1957.71,3.92,391.65,15.67,38712.7,30.9,3054.41,15.16,18.81
1957.10,41.24,1.77,3.44,28.3,1957.79,3.97,367.25,15.76,36430.69,30.6,3035.89,14.15,17.55
1957.11,40.35,1.78,3.4,28.4,1957.87,3.72,358.06,15.8,35649.55,30.2,3006.87,13.74,17.04
1957.12,40.33,1.79,3.37,28.4,1957.96,3.21,357.88,15.88,35763.67,29.91,2988.43,13.67,16.95
1958.01,41.12,1.78,3.29,28.6,1958.04,3.09,362.34,15.71,36340.09,29.02,2910.5,13.79,17.09
1958.02,41.26,1.78,3.22,28.6,1958.12,3.05,363.58,15.66,36594.66,28.34,2852.96,13.78,17.09
1958.03,42.11,1.77,3.14,28.8,1958.21,2.98,368.49,15.49,37219.1,27.48,2775.3,13.93,17.26
1958.04,42.34,1.76,3.07,28.9,1958.29,2.88,369.22,15.32,37421.83,26.77,2713.39,13.91,17.24
1958.05,43.7,1.74,3,28.9,1958.37,2.92,381.08,15.2,38752.26,26.16,2660.34,14.32,17.74
1958.06,44.75,1.73,2.93,28.9,1958.46,2.97,390.24,15.09,39811.22,25.55,2606.63,14.64,18.12
1958.07,45.98,1.73,2.91,29,1958.54,3.2,399.58,15.03,40892.24,25.32,2590.97,14.96,18.51
1958.08,47.7,1.73,2.9,28.9,1958.62,3.54,415.96,15.09,42697.36,25.26,2592.88,15.54,19.23
1958.09,48.96,1.73,2.88,28.9,1958.71,3.76,426.95,15.09,43954.26,25.11,2585.54,15.93,19.7
1958.10,50.95,1.74,2.88,28.9,1958.79,3.8,444.3,15.14,45870.73,25.14,2595.89,16.56,20.46
1958.11,52.5,1.74,2.89,29,1958.87,3.74,456.24,15.15,47233.56,25.09,2597.1,16.99,20.97
1958.12,53.49,1.75,2.89,28.9,1958.96,3.86,466.45,15.26,48422.43,25.2,2616.21,17.36,21.4
1959.01,55.62,1.76,2.96,29,1959.04,4.02,483.35,15.27,50309.08,25.75,2680.37,17.98,22.14
1959.02,54.77,1.76,3.04,28.9,1959.12,3.96,477.61,15.38,49845.04,26.48,2763.61,17.76,21.84
1959.03,56.16,1.77,3.11,28.9,1959.21,3.99,489.74,15.44,51244.28,27.12,2837.78,18.2,22.36
1959.04,57.1,1.78,3.21,29,1959.29,4.12,496.22,15.44,52056.97,27.87,2923.46,18.43,22.61
1959.05,57.96,1.78,3.3,29,1959.37,4.31,503.69,15.5,52976.5,28.71,3019.3,18.69,22.89
1959.06,57.46,1.79,3.4,29.1,1959.46,4.34,497.63,15.5,52474.89,29.45,3105.02,18.45,22.56
1959.07,59.74,1.8,3.41,29.2,1959.54,4.4,515.6,15.51,54506.5,29.43,3111.27,19.09,23.31
1959.08,59.4,1.8,3.42,29.2,1959.62,4.43,512.67,15.56,54333.4,29.52,3128.29,18.96,23.11
1959.09,57.05,1.81,3.43,29.3,1959.71,4.68,490.71,15.57,52143.24,29.5,3134.99,18.12,22.07
1959.10,57,1.82,3.42,29.4,1959.79,4.53,488.61,15.57,52058.24,29.29,3120.45,18.02,21.91
1959.11,57.23,1.82,3.4,29.4,1959.87,4.53,490.58,15.63,52407.07,29.17,3116.52,18.07,21.95
1959.12,59.06,1.83,3.39,29.4,1959.96,4.69,506.27,15.69,54222.5,29.06,3112.33,18.62,22.59
1960.01,58.03,1.87,3.39,29.3,1960.04,4.72,499.13,16.06,53602,29.16,3131.32,18.34,22.22
1960.02,55.78,1.9,3.39,29.4,1960.12,4.49,478.15,16.32,51494.44,29.06,3129.55,17.55,21.23
1960.03,55.02,1.94,3.39,29.4,1960.21,4.25,471.64,16.63,50942.08,29.06,3138.74,17.29,20.9
1960.04,55.73,1.94,3.35,29.5,1960.29,4.28,476.1,16.6,51573.98,28.59,3097.09,17.43,21.06
1960.05,55.22,1.95,3.3,29.5,1960.37,4.35,471.74,16.63,51252.14,28.22,3065.97,17.26,20.83
1960.06,57.26,1.95,3.26,29.6,1960.46,4.15,487.52,16.6,53116.32,27.76,3024.09,17.82,21.49
1960.07,55.84,1.95,3.26,29.6,1960.54,3.9,475.43,16.6,51949.82,27.78,3035.98,17.38,20.94
1960.08,56.51,1.95,3.27,29.6,1960.62,3.8,481.13,16.6,52724.32,27.81,3047.83,17.58,21.17
1960.09,54.81,1.95,3.27,29.6,1960.71,3.8,466.66,16.6,51289.82,27.84,3059.98,17.05,20.51
1960.10,53.73,1.95,3.27,29.8,1960.79,3.89,454.39,16.49,50092.78,27.65,3048.64,16.61,19.96
1960.11,55.47,1.95,3.27,29.8,1960.87,3.93,469.11,16.49,51866.49,27.65,3057.57,17.15,20.59
1960.12,56.8,1.95,3.27,29.8,1960.96,3.84,480.36,16.49,53262.04,27.65,3066.32,17.56,21.07
1961.01,59.72,1.95,3.21,29.8,1961.04,3.84,505.05,16.46,56152.27,27.15,3018.23,18.47,22.14
1961.02,62.17,1.94,3.15,29.8,1961.12,3.78,525.77,16.43,58608.18,26.64,2969.53,19.23,23.03
1961.03,64.12,1.94,3.09,29.8,1961.21,3.74,542.26,16.41,60598.86,26.13,2920.31,19.84,23.73
1961.04,65.83,1.94,3.07,29.8,1961.29,3.78,556.72,16.41,62367.75,25.96,2908.54,20.38,24.35
1961.05,66.5,1.94,3.05,29.8,1961.37,3.71,562.39,16.41,63155.67,25.79,2896.61,20.6,24.58
1961.06,65.62,1.94,3.03,29.8,1961.46,3.88,554.95,16.41,62473.47,25.62,2884.71,20.33,24.24
1961.07,65.44,1.95,3.04,30,1961.54,3.92,549.74,16.35,62040.16,25.51,2878.9,20.15,24
1961.08,67.79,1.95,3.04,29.9,1961.62,4.04,571.38,16.46,64637.85,25.65,2901.82,20.94,24.93
1961.09,67.26,1.96,3.05,30,1961.71,3.98,565.03,16.47,64073.94,25.62,2905.52,20.71,24.63
1961.10,68,1.98,3.1,30,1961.79,3.92,571.24,16.63,64936.07,26.01,2957.14,20.92,24.87
1961.11,71.08,2,3.14,30,1961.87,3.94,597.12,16.8,68036.45,26.41,3008.74,21.86,25.96
1961.12,71.74,2.02,3.19,30,1961.96,4.06,602.66,16.97,68829.32,26.8,3060.57,22.04,26.16
1962.01,69.07,2.03,3.25,30,1962.04,4.08,580.23,17.03,66429.68,27.3,3125.76,21.2,25.14
1962.02,70.22,2.03,3.31,30.1,1962.12,4.04,587.93,17.02,67473.78,27.71,3180.55,21.45,25.43
1962.03,70.29,2.04,3.37,30.1,1962.21,3.93,588.52,17.08,67704.39,28.22,3246.03,21.44,25.4
1962.04,68.05,2.05,3.4,30.2,1962.29,3.84,567.88,17.08,65493.48,28.4,3275.47,20.66,24.46
1962.05,62.99,2.05,3.44,30.2,1962.37,3.87,525.65,17.14,60788.26,28.68,3316.55,19.09,22.59
1962.06,55.63,2.06,3.47,30.2,1962.46,3.91,464.23,17.19,53851.19,28.96,3359.04,16.83,19.92
1962.07,56.97,2.07,3.49,30.3,1962.54,4.01,473.85,17.19,55132.5,29.03,3377.43,17.14,20.29
1962.08,58.52,2.07,3.51,30.3,1962.62,3.98,486.74,17.24,56799.71,29.19,3406.82,17.57,20.8
1962.09,58,2.08,3.53,30.4,1962.71,3.98,480.83,17.24,56277.5,29.26,3425.17,17.32,20.5
1962.10,56.17,2.1,3.58,30.4,1962.79,3.93,465.65,17.38,54671.38,29.65,3481.24,16.74,19.82
1962.11,60.04,2.11,3.62,30.4,1962.87,3.92,497.74,17.52,58609.54,30.04,3537,17.85,21.13
1962.12,62.64,2.13,3.67,30.4,1962.96,3.86,519.29,17.66,61320.87,30.42,3592.71,18.59,22
1963.01,65.06,2.14,3.68,30.4,1963.04,3.83,539.35,17.71,63864.21,30.54,3615.63,19.26,22.79
1963.02,65.92,2.14,3.7,30.4,1963.12,3.92,546.48,17.77,64883.73,30.65,3638.56,19.47,23.03
1963.03,65.67,2.15,3.71,30.5,1963.21,3.93,542.63,17.77,64601.51,30.66,3649.64,19.29,22.81
1963.04,68.76,2.17,3.75,30.5,1963.29,3.97,568.16,17.9,67818.85,31.01,3701.96,20.15,23.82
1963.05,70.14,2.18,3.8,30.5,1963.37,3.93,579.56,18.04,69359.41,31.37,3754.42,20.51,24.23
1963.06,70.11,2.2,3.84,30.6,1963.46,3.99,577.42,18.12,69283.88,31.63,3794.75,20.38,24.08
1963.07,69.07,2.2,3.88,30.7,1963.54,4.02,567,18.09,68214.66,31.85,3831.95,19.97,23.58
1963.08,70.98,2.21,3.92,30.7,1963.62,4,582.68,18.11,70282.62,32.18,3881.49,20.47,24.16
1963.09,72.85,2.21,3.96,30.7,1963.71,4.08,598.03,18.14,72316.6,32.51,3931.01,20.96,24.73
1963.10,73.03,2.23,3.98,30.8,1963.79,4.11,597.56,18.27,72444.06,32.57,3948.07,20.89,24.63
1963.11,72.62,2.26,4,30.8,1963.87,4.12,594.21,18.47,72223.89,32.73,3978.18,20.72,24.42
1963.12,74.17,2.28,4.02,30.9,1963.96,4.13,604.93,18.6,73715.07,32.79,3995.34,21.04,24.79
1964.01,76.45,2.3,4.07,30.9,1964.04,4.17,623.52,18.73,76171.3,33.22,4058.48,21.63,25.47
1964.02,77.39,2.31,4.13,30.9,1964.12,4.15,631.19,18.87,77299.95,33.66,4121.87,21.83,25.7
1964.03,78.8,2.33,4.18,30.9,1964.21,4.22,642.69,19,78902.25,34.09,4185.42,22.17,26.08
1964.04,79.94,2.35,4.23,30.9,1964.29,4.23,651.99,19.14,80239.54,34.5,4245.85,22.42,26.37
1964.05,80.72,2.36,4.28,30.9,1964.37,4.2,658.35,19.28,81220.14,34.91,4306.52,22.57,26.54
1964.06,80.24,2.38,4.33,31,1964.46,4.17,652.32,19.35,80675.64,35.2,4353.51,22.3,26.2
1964.07,83.22,2.4,4.38,31.1,1964.54,4.19,674.37,19.45,83603.22,35.47,4396.82,22.98,26.99
1964.08,82,2.42,4.42,31,1964.62,4.19,666.63,19.67,82846.59,35.96,4469,22.65,26.58
1964.09,83.41,2.44,4.47,31.1,1964.71,4.2,675.91,19.77,84204.95,36.22,4512.6,22.89,26.85
1964.10,84.85,2.46,4.5,31.1,1964.79,4.19,687.58,19.93,85865.62,36.44,4550.49,23.21,27.21
1964.11,85.44,2.48,4.52,31.2,1964.87,4.15,690.14,20.03,86394.03,36.54,4573.84,23.23,27.21
1964.12,83.96,2.5,4.55,31.2,1964.96,4.18,678.19,20.19,85108.17,36.75,4612.22,22.75,26.65
1965.01,86.12,2.52,4.59,31.2,1965.04,4.19,695.64,20.33,87510.29,37.1,4667.48,23.27,27.24
1965.02,86.75,2.53,4.64,31.2,1965.12,4.21,700.73,20.46,88364.98,37.45,4722.99,23.37,27.34
1965.03,86.83,2.55,4.68,31.3,1965.21,4.21,699.13,20.53,88379.66,37.68,4763.52,23.25,27.19
1965.04,87.97,2.57,4.73,31.4,1965.29,4.2,706.05,20.63,89472.14,37.99,4814.15,23.42,27.37
1965.05,89.28,2.59,4.79,31.4,1965.37,4.21,716.57,20.79,91024.03,38.42,4880.17,23.71,27.68
1965.06,85.04,2.61,4.84,31.6,1965.46,4.21,678.22,20.82,86372.81,38.6,4915.86,22.39,26.12
1965.07,84.91,2.63,4.89,31.6,1965.54,4.2,677.18,20.95,86463.09,38.97,4976.05,22.3,26.01
1965.08,86.49,2.64,4.93,31.6,1965.62,4.25,689.78,21.08,88296.3,39.34,5036.36,22.67,26.42
1965.09,89.38,2.66,4.98,31.6,1965.71,4.29,712.83,21.21,91472.95,39.72,5096.61,23.37,27.22
1965.10,91.39,2.68,5.05,31.7,1965.79,4.35,726.56,21.31,93462.81,40.15,5164.54,23.78,27.67
1965.11,92.15,2.7,5.12,31.7,1965.87,4.45,732.6,21.47,94470.15,40.7,5248.91,23.93,27.82
1965.12,91.73,2.72,5.19,31.8,1965.96,4.62,726.97,21.56,93975.5,41.13,5317.05,23.69,27.53
1966.01,93.32,2.74,5.24,31.8,1966.04,4.61,739.57,21.71,95838.34,41.53,5381.41,24.06,27.92
1966.02,92.69,2.76,5.29,32,1966.12,4.83,729.99,21.74,94831.13,41.66,5412.2,23.7,27.48
1966.03,88.88,2.78,5.34,32.1,1966.21,4.87,697.8,21.83,90886.11,41.92,5460.53,22.61,26.2
1966.04,91.6,2.8,5.38,32.3,1966.29,4.75,714.7,21.82,93324.36,41.98,5481.28,23.11,26.76
1966.05,86.78,2.81,5.42,32.3,1966.37,4.78,677.1,21.95,88652.48,42.29,5536.95,21.85,25.28
1966.06,86.06,2.83,5.46,32.4,1966.46,4.81,669.41,22.01,87885.78,42.47,5575.83,21.56,24.93
1966.07,85.84,2.85,5.48,32.5,1966.54,5.02,665.64,22.1,87633.18,42.47,5591.08,21.38,24.71
1966.08,80.65,2.87,5.49,32.7,1966.62,5.22,621.57,22.12,82073.85,42.34,5590.31,19.91,23.01
1966.09,77.81,2.89,5.51,32.7,1966.71,5.18,599.68,22.27,79428.8,42.47,5624.63,19.16,22.14
1966.10,77.13,2.88,5.52,32.9,1966.79,5.01,590.83,22.09,78499.81,42.31,5621.42,18.83,21.75
1966.11,80.99,2.88,5.54,32.9,1966.87,5.16,620.4,22.04,82672.34,42.41,5651.68,19.71,22.77
1966.12,81.33,2.87,5.55,32.9,1966.96,4.84,623,21.98,83263.54,42.51,5681.95,19.74,22.79
1967.01,84.45,2.88,5.52,32.9,1967.04,4.58,646.9,22.06,86703.42,42.26,5663.87,20.43,23.59
1967.02,87.36,2.89,5.48,32.9,1967.12,4.63,669.19,22.14,89938.32,42,5645.16,21.07,24.32
1967.03,89.42,2.9,5.45,33,1967.21,4.54,682.89,22.15,92028.2,41.62,5608.97,21.44,24.74
1967.04,90.96,2.9,5.41,33.1,1967.29,4.59,692.56,22.08,93578.27,41.19,5565.73,21.69,25.01
1967.05,92.59,2.9,5.37,33.2,1967.37,4.85,702.84,22.01,95216.15,40.76,5522.31,21.95,25.3
1967.06,91.43,2.9,5.33,33.3,1967.46,5.02,691.95,21.95,93988.67,40.34,5479.16,21.55,24.84
1967.07,93.01,2.91,5.32,33.4,1967.54,5.16,701.8,21.93,95574.87,40.14,5466.71,21.8,25.12
1967.08,94.49,2.91,5.31,33.5,1967.62,5.28,710.84,21.92,97054.58,39.95,5454.12,22.03,25.37
1967.09,95.81,2.92,5.3,33.6,1967.71,5.3,718.63,21.9,98366.71,39.75,5441.43,22.22,25.58
1967.10,95.66,2.92,5.31,33.7,1967.79,5.48,715.37,21.84,98170.36,39.71,5449.35,22.07,25.4
1967.11,92.66,2.92,5.32,33.8,1967.87,5.75,690.89,21.77,95059.27,39.67,5457.75,21.26,24.46
1967.12,95.3,2.92,5.33,33.9,1967.96,5.7,708.48,21.71,97728.13,39.62,5465.8,21.75,25.02
1968.01,95.04,2.93,5.37,34.1,1968.04,5.53,702.4,21.65,97138.8,39.66,5485.18,21.51,24.74
1968.02,90.75,2.94,5.4,34.2,1968.12,5.56,668.73,21.66,92732.53,39.82,5521.37,20.42,23.49
1968.03,89.09,2.95,5.44,34.3,1968.21,5.74,654.59,21.68,91021.33,39.97,5557.93,19.93,22.92
1968.04,95.67,2.96,5.48,34.4,1968.29,5.64,700.89,21.71,97711.4,40.17,5600.33,21.28,24.47
1968.05,97.87,2.98,5.53,34.5,1968.37,5.87,714.93,21.74,99921.22,40.37,5642.5,21.63,24.87
1968.06,100.5,2.99,5.57,34.7,1968.46,5.72,729.91,21.72,102267.87,40.45,5667.98,22,25.3
1968.07,100.3,3,5.6,34.9,1968.54,5.5,724.28,21.69,101732.68,40.44,5679.99,21.75,25.01
1968.08,98.11,3.02,5.63,35,1968.62,5.42,706.44,21.72,99481.33,40.54,5708.69,21.14,24.3
1968.09,101.3,3.03,5.66,35.1,1968.71,5.46,727.34,21.76,102678.58,40.64,5737.03,21.68,24.92
1968.10,103.8,3.04,5.69,35.3,1968.79,5.58,741.06,21.73,104872.1,40.65,5752.13,22,25.29
1968.11,105.4,3.06,5.73,35.4,1968.87,5.7,750.36,21.76,106444.44,40.77,5783.42,22.2,25.51
1968.12,106.5,3.07,5.76,35.5,1968.96,6.03,756.06,21.79,107510.01,40.89,5814.63,22.28,25.6
1969.01,102,3.08,5.78,35.6,1969.04,6.04,722.08,21.8,102936.47,40.92,5833.07,21.19,24.36
1969.02,101.5,3.09,5.8,35.8,1969.12,6.19,714.52,21.75,102118.05,40.83,5835.32,20.9,24.02
1969.03,99.3,3.1,5.82,36.1,1969.21,6.3,693.23,21.64,99332.17,40.63,5821.89,20.2,23.22
1969.04,101.3,3.11,5.83,36.3,1969.29,6.17,703.29,21.59,101032.33,40.45,5811.27,20.43,23.48
1969.05,104.6,3.12,5.83,36.4,1969.37,6.32,724.21,21.6,104295.61,40.39,5816.35,20.97,24.11
1969.06,99.14,3.13,5.84,36.6,1969.46,6.57,682.65,21.55,98569.98,40.21,5806.42,19.71,22.66
1969.07,94.71,3.14,5.86,36.8,1969.54,6.72,648.61,21.48,93912.15,40.11,5807.33,18.68,21.48
1969.08,94.18,3.14,5.87,37,1969.62,6.69,641.49,21.41,93140.16,40.01,5808.48,18.43,21.19
1969.09,94.51,3.15,5.89,37.1,1969.71,7.16,642,21.4,93473.48,40.01,5825.4,18.4,21.16
1969.10,95.52,3.15,5.85,37.3,1969.79,7.1,645.38,21.31,94224.36,39.55,5773.93,18.45,21.22
1969.11,96.21,3.16,5.82,37.5,1969.87,7.14,646.58,21.21,94656.94,39.09,5722.77,18.44,21.22
1969.12,91.11,3.16,5.78,37.7,1969.96,7.65,609.06,21.12,89421.43,38.64,5672.88,17.33,19.95
1970.01,90.31,3.16,5.73,37.8,1970.04,7.79,602.11,21.09,88659.81,38.2,5625.3,17.09,19.68
1970.02,87.16,3.17,5.68,38,1970.12,7.24,578.05,21,85374.72,37.67,5563.66,16.37,18.87
1970.03,88.65,3.17,5.63,38.2,1970.21,7.07,584.86,20.91,86636.97,37.14,5502.16,16.53,19.06
1970.04,85.95,3.17,5.59,38.5,1970.29,7.39,562.62,20.77,83600.18,36.61,5440.41,15.87,18.31
1970.05,76.06,3.18,5.56,38.6,1970.37,7.91,496.59,20.74,74045.72,36.28,5409.51,13.98,16.15
1970.06,75.59,3.18,5.52,38.8,1970.46,7.84,490.98,20.66,73465.5,35.85,5364.86,13.8,15.96
1970.07,75.72,3.18,5.47,39,1970.54,7.46,489.3,20.57,73470.95,35.33,5304.3,13.73,15.89
1970.08,77.92,3.19,5.41,39,1970.62,7.53,503.52,20.59,75863.28,34.98,5270.44,14.1,16.34
1970.09,82.58,3.19,5.36,39.2,1970.71,7.39,530.91,20.51,80247.57,34.46,5208.61,14.84,17.22
1970.10,84.37,3.17,5.28,39.4,1970.79,7.33,539.67,20.3,81826.5,33.79,5124.05,15.06,17.49
1970.11,84.28,3.16,5.21,39.6,1970.87,6.84,536.37,20.09,81580.23,33.14,5039.88,14.95,17.37
1970.12,90.05,3.14,5.13,39.8,1970.96,6.39,570.21,19.88,86979.39,32.48,4955.07,15.87,18.45
1971.01,93.49,3.13,5.16,39.8,1971.04,6.24,591.99,19.82,90554.03,32.67,4997.95,16.46,19.15
1971.02,97.11,3.12,5.19,39.9,1971.12,6.11,613.37,19.71,94075.81,32.78,5027.84,17.03,19.82
1971.03,99.6,3.11,5.22,40,1971.21,5.7,627.53,19.59,96497.23,32.89,5057.38,17.4,20.26
1971.04,103,3.11,5.25,40.1,1971.29,5.83,647.33,19.52,99792.65,33.02,5089.75,17.92,20.88
1971.05,101.6,3.1,5.29,40.3,1971.37,6.39,635.36,19.41,98197.05,33.06,5109.6,17.56,20.46
1971.06,99.72,3.1,5.32,40.6,1971.46,6.52,619,19.24,95915.68,33.02,5117.04,17.08,19.91
1971.07,99,3.1,5.36,40.7,1971.54,6.73,613.02,19.17,95236.79,33.17,5153.05,16.89,19.69
1971.08,97.24,3.09,5.39,40.8,1971.62,6.58,600.64,19.11,93561.79,33.31,5189.32,16.52,19.27
1971.09,99.4,3.09,5.43,40.8,1971.71,6.14,613.99,19.09,95887.84,33.54,5238.14,16.86,19.67
1971.10,97.29,3.08,5.52,40.9,1971.79,5.93,599.48,19,93870.19,34.01,5325.97,16.43,19.18
1971.11,92.78,3.08,5.61,40.9,1971.87,5.81,571.69,18.96,89766.09,34.57,5427.76,15.64,18.27
1971.12,99.17,3.07,5.7,41.1,1971.96,5.93,608.09,18.82,95727.93,34.95,5502.16,16.6,19.41
1972.01,103.3,3.07,5.74,41.1,1972.04,5.95,633.42,18.82,99961.54,35.18,5551.27,17.26,20.18
1972.02,105.2,3.07,5.77,41.3,1972.12,6.08,641.95,18.73,101553.52,35.23,5573.21,17.46,20.42
1972.03,107.7,3.07,5.81,41.4,1972.21,6.07,655.61,18.69,103962.11,35.37,5608.36,17.81,20.82
1972.04,108.8,3.07,5.86,41.5,1972.29,6.19,660.71,18.64,105017.22,35.61,5659.47,17.92,20.95
1972.05,107.7,3.07,5.92,41.6,1972.37,6.13,652.46,18.6,103951.92,35.84,5710.76,17.66,20.65
1972.06,108,3.07,5.97,41.7,1972.46,6.11,652.71,18.55,104237.84,36.08,5762.04,17.64,20.63
1972.07,107.2,3.07,6.03,41.9,1972.54,6.11,644.78,18.49,103217.84,36.25,5802.8,17.4,20.35
1972.08,111,3.08,6.08,42,1972.62,6.21,666.05,18.46,106868.49,36.5,5856.9,17.94,20.98
1972.09,109.4,3.08,6.14,42.1,1972.71,6.55,654.89,18.44,105324.39,36.76,5911.26,17.61,20.6
