Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,cape,tr_cape
1913.10,8.26,0.48,0.64,10,1913.79,4.23,208.17,12.1,1765.34,16.17,137.14,11.47,14.61
1913.11,8.05,0.48,0.64,10.1,1913.87,4.21,200.87,11.98,1711.89,15.86,135.21,11.07,14.12
1913.12,8.04,0.48,0.63,10,1913.96,4.18,202.62,12.1,1735.45,15.88,135.99,11.17,14.27
1914.01,8.37,0.48,0.62,10,1914.04,4.16,210.94,11.97,1815.22,15.65,134.63,11.64,14.88
1914.02,8.48,0.47,0.61,9.9,1914.12,4.17,215.87,11.96,1866.24,15.57,134.62,11.91,15.24
1914.03,8.32,0.47,0.6,9.9,1914.21,4.17,211.8,11.84,1839.55,15.34,133.21,11.69,14.97
1914.04,8.12,0.46,0.59,9.8,1914.29,4.18,208.82,11.83,1822.21,15.26,133.14,11.52,14.78
1914.05,8.17,0.46,0.58,9.9,1914.37,4.19,207.98,11.58,1823.34,14.87,130.38,11.48,14.74
1914.06,8.13,0.45,0.58,9.9,1914.46,4.19,206.96,11.46,1822.78,14.64,128.92,11.43,14.69
1914.07,7.68,0.45,0.57,10,1914.54,4.2,193.55,11.21,1712.9,14.26,126.19,10.69,13.77
1914.08,7.68,0.44,0.56,10.2,1914.62,4.21,189.76,10.87,1687.33,13.75,122.31,10.49,13.53
1914.09,7.68,0.44,0.55,10.2,1914.71,4.21,189.76,10.75,1695.3,13.53,120.86,10.5,13.56
1914.10,7.68,0.43,0.54,10.1,1914.79,4.22,191.63,10.73,1720.07,13.43,120.56,10.61,13.72
1914.11,7.68,0.43,0.53,10.2,1914.87,4.23,189.76,10.5,1711.06,13.08,117.9,10.52,13.62
1914.12,7.35,0.42,0.52,10.1,1914.96,4.23,183.4,10.48,1661.63,12.98,117.56,10.17,13.19
1915.01,7.48,0.42,0.55,10.1,1915.04,4.24,186.64,10.5,1698.94,13.72,124.92,10.36,13.46
1915.02,7.38,0.42,0.58,10,1915.12,4.22,185.99,10.63,1701.05,14.62,133.69,10.33,13.44
1915.03,7.57,0.42,0.61,9.9,1915.21,4.21,192.71,10.76,1770.67,15.53,142.68,10.71,13.94
1915.04,8.14,0.42,0.64,10,1915.29,4.19,205.14,10.67,1893.12,16.13,148.85,11.4,14.86
1915.05,7.95,0.42,0.67,10.1,1915.37,4.18,198.37,10.58,1838.77,16.72,154.97,11.03,14.38
1915.06,8.04,0.43,0.7,10.1,1915.46,4.16,200.62,10.6,1867.78,17.47,162.62,11.15,14.55
1915.07,8.01,0.43,0.73,10.1,1915.54,4.15,199.87,10.62,1869.05,18.22,170.34,11.11,14.5
1915.08,8.35,0.43,0.76,10.1,1915.62,4.13,208.35,10.65,1956.68,18.96,178.09,11.58,15.11
1915.09,8.66,0.43,0.79,10.1,1915.71,4.11,216.09,10.67,2037.68,19.71,185.88,12.01,15.66
1915.10,9.14,0.43,0.82,10.2,1915.79,4.1,225.83,10.58,2137.85,20.26,191.8,12.55,16.35
1915.11,9.46,0.43,0.85,10.3,1915.87,4.08,231.47,10.5,2199.5,20.8,197.63,12.86,16.74
1915.12,9.48,0.43,0.88,10.3,1915.96,4.07,231.96,10.52,2212.48,21.53,205.38,12.88,16.75
1916.01,9.33,0.44,0.93,10.4,1916.04,4.05,226.09,10.68,2165.03,22.64,216.78,12.54,16.3
1916.02,9.2,0.45,0.99,10.4,1916.12,4.07,222.94,10.95,2143.6,23.95,230.27,12.35,16.03
1916.03,9.17,0.46,1.04,10.5,1916.21,4.08,220.1,11.1,2125.15,25.01,241.48,12.18,15.79
1916.04,9.07,0.47,1.1,10.6,1916.29,4.1,215.64,11.25,2091.2,26.08,252.93,11.91,15.42
1916.05,9.27,0.48,1.15,10.7,1916.37,4.11,218.34,11.4,2126.55,27.11,264.04,12.03,15.55
1916.06,9.36,0.5,1.21,10.8,1916.46,4.13,218.42,11.55,2136.69,28.12,275.08,12,15.49
1916.07,9.23,0.51,1.26,10.8,1916.54,4.14,215.38,11.8,2116.64,29.38,288.72,11.79,15.21
1916.08,9.3,0.52,1.31,10.9,1916.62,4.16,215.03,11.95,2122.91,30.36,299.72,11.73,15.11
1916.09,9.68,0.53,1.37,11.1,1916.71,4.17,219.78,11.98,2179.69,31.06,308.04,11.94,15.36
1916.10,9.98,0.54,1.42,11.3,1916.79,4.19,222.58,12.01,2217.39,31.71,315.95,12.05,15.46
1916.11,10.21,0.55,1.48,11.5,1916.87,4.2,223.75,12.04,2239.04,32.35,323.68,12.05,15.44
1916.12,9.8,0.56,1.53,11.6,1916.96,4.22,212.91,12.17,2140.74,33.24,334.22,11.41,14.6
1917.01,9.57,0.57,1.51,11.7,1917.04,4.23,206.14,12.3,2082.93,32.5,328.44,10.99,14.04
1917.02,9.03,0.58,1.49,12,1917.12,4.26,189.64,12.22,1926.55,31.25,317.47,10.06,12.84
1917.03,9.31,0.59,1.47,12,1917.21,4.29,195.52,12.44,1996.83,30.83,314.86,10.33,13.17
1917.04,9.17,0.6,1.45,12.6,1917.29,4.32,183.41,12.07,1883.41,28.94,297.2,9.64,12.29
1917.05,8.86,0.61,1.43,12.8,1917.37,4.34,174.44,12.09,1801.66,28.08,289.97,9.14,11.65
1917.06,9.04,0.63,1.41,13,1917.46,4.37,175.25,12.12,1820.41,27.24,282.93,9.15,11.67
1917.07,8.79,0.64,1.38,12.8,1917.54,4.4,173.07,12.52,1808.56,27.25,284.76,9,11.49
1917.08,8.53,0.65,1.36,13,1917.62,4.43,165.36,12.54,1738.98,26.42,277.87,8.57,10.95
1917.09,8.12,0.66,1.34,13.3,1917.71,4.46,153.86,12.46,1628.97,25.45,269.42,7.95,10.17
1917.10,7.68,0.67,1.32,13.5,1917.79,4.49,143.37,12.48,1528.88,24.68,263.17,7.39,9.47
1917.11,7.04,0.68,1.3,13.5,1917.87,4.51,131.42,12.68,1412.74,24.29,261.08,6.75,8.69
1917.12,6.8,0.69,1.28,13.7,1917.96,4.54,125.09,12.69,1356.03,23.55,255.25,6.41,8.28
1918.01,7.21,0.68,1.26,14,1918.04,4.57,129.79,12.24,1418.04,22.61,247.03,6.64,8.6
1918.02,7.43,0.67,1.23,14.1,1918.12,4.56,132.8,11.98,1461.85,22.02,242.4,6.78,8.81
1918.03,7.28,0.66,1.21,14,1918.21,4.56,131.05,11.88,1453.47,21.75,241.18,6.69,8.7
1918.04,7.21,0.65,1.18,14.2,1918.29,4.55,127.96,11.54,1429.88,21,234.61,6.52,8.51
1918.05,7.44,0.64,1.16,14.5,1918.37,4.55,129.31,11.12,1455.32,20.14,226.71,6.58,8.61
1918.06,7.45,0.63,1.14,14.7,1918.46,4.54,127.72,10.8,1447.58,19.46,220.54,6.5,8.52
1918.07,7.51,0.62,1.11,15.1,1918.54,4.54,125.34,10.35,1430.36,18.54,211.6,6.37,8.38
1918.08,7.58,0.61,1.09,15.4,1918.62,4.53,124.05,9.98,1425.06,17.79,204.36,6.3,8.31
1918.09,7.54,0.6,1.06,15.7,1918.71,4.52,121.03,9.63,1399.67,17.06,197.33,6.15,8.12
1918.10,7.86,0.59,1.04,16,1918.79,4.52,123.8,9.29,1440.67,16.35,190.26,6.29,8.33
1918.11,8.06,0.58,1.01,16.3,1918.87,4.51,124.62,8.97,1458.84,15.68,183.53,6.33,8.4
1918.12,7.9,0.57,0.99,16.5,1918.96,4.51,120.66,8.71,1421.04,15.12,178.08,6.13,8.15
1919.01,7.85,0.57,0.99,16.5,1919.04,4.5,119.9,8.66,1420.54,15.04,178.25,6.1,8.12
1919.02,7.88,0.56,0.98,16.2,1919.12,4.54,122.59,8.76,1461.03,15.25,181.7,6.24,8.33
1919.03,8.12,0.56,0.98,16.4,1919.21,4.58,124.78,8.61,1495.71,14.98,179.6,6.36,8.5
1919.04,8.39,0.56,0.97,16.7,1919.29,4.62,126.61,8.4,1526.08,14.64,176.44,6.46,8.65
1919.05,8.97,0.55,0.97,16.9,1919.37,4.66,133.76,8.25,1620.55,14.39,174.34,6.83,9.16
1919.06,9.21,0.55,0.96,16.9,1919.46,4.7,137.34,8.2,1672.19,14.32,174.3,7.02,9.43
1919.07,9.51,0.55,0.96,17.4,1919.54,4.74,137.74,7.92,1685.08,13.83,169.22,7.05,9.48
1919.08,8.87,0.54,0.95,17.7,1919.62,4.77,126.29,7.74,1552.92,13.53,166.32,6.48,8.71
1919.09,9.01,0.54,0.95,17.8,1919.71,4.81,127.57,7.65,1576.41,13.38,165.34,6.56,8.83
1919.10,9.47,0.54,0.94,18.1,1919.79,4.85,131.86,7.47,1637.12,13.09,162.5,6.79,9.15
1919.11,9.19,0.53,0.94,18.5,1919.87,4.89,125.19,7.26,1561.88,12.74,158.91,6.47,8.72
1919.12,8.92,0.53,0.93,18.9,1919.96,4.93,118.94,7.07,1491.26,12.4,155.48,6.16,8.32
1920.01,8.83,0.53,0.92,19.3,1920.04,4.97,115.3,6.9,1452.82,12,151.24,5.99,8.09
1920.02,8.1,0.53,0.91,19.5,1920.12,4.98,104.68,6.81,1326.19,11.74,148.71,5.46,7.38
1920.03,8.67,0.53,0.9,19.7,1920.21,4.99,110.91,6.72,1412.2,11.48,146.19,5.8,7.86
1920.04,8.6,0.52,0.89,20.3,1920.29,5,106.77,6.5,1366.29,11.01,140.87,5.6,7.6
1920.05,8.06,0.52,0.88,20.6,1920.37,5.01,98.61,6.38,1268.65,10.71,137.85,5.19,7.05
1920.06,7.92,0.52,0.87,20.9,1920.46,5.02,95.5,6.27,1235.45,10.43,134.93,5.04,6.86
1920.07,7.91,0.52,0.85,20.8,1920.54,5.03,95.84,6.28,1246.59,10.35,134.62,5.08,6.93
1920.08,7.6,0.52,0.84,20.3,1920.62,5.04,94.35,6.41,1234.19,10.47,136.95,5.02,6.86
1920.09,7.87,0.52,0.83,20,1920.71,5.05,99.17,6.49,1304.28,10.49,137.97,5.3,7.25
1920.10,7.88,0.51,0.82,19.9,1920.79,5.06,99.79,6.5,1319.62,10.41,137.61,5.35,7.33
1920.11,7.48,0.51,0.81,19.8,1920.87,5.07,95.21,6.51,1266.14,10.32,137.24,5.13,7.04
1920.12,6.81,0.51,0.8,19.4,1920.96,5.08,88.47,6.63,1183.84,10.39,139.07,4.78,6.58
1921.01,7.11,0.51,0.76,19,1921.04,5.09,94.31,6.71,1269.49,10.05,135.25,5.12,7.06
1921.02,7.06,0.5,0.72,18.4,1921.12,5.02,96.7,6.87,1309.38,9.79,132.61,5.27,7.29
1921.03,6.88,0.5,0.67,18.3,1921.21,4.96,94.75,6.85,1290.7,9.26,126.16,5.19,7.19
1921.04,6.91,0.49,0.63,18.1,1921.29,4.89,96.21,6.87,1318.45,8.77,120.21,5.3,7.35
1921.05,7.12,0.49,0.59,17.7,1921.37,4.83,101.38,6.97,1397.17,8.37,115.29,5.61,7.8
1921.06,6.55,0.49,0.55,17.6,1921.46,4.76,93.79,6.94,1300.6,7.8,108.22,5.22,7.27
1921.07,6.53,0.48,0.5,17.7,1921.54,4.7,92.98,6.85,1297.21,7.15,99.82,5.2,7.26
1921.08,6.45,0.48,0.46,17.7,1921.62,4.63,91.84,6.79,1289.21,6.55,91.94,5.16,7.23
1921.09,6.61,0.47,0.42,17.5,1921.71,4.56,95.19,6.8,1344.25,6.01,84.91,5.38,7.55
1921.10,6.7,0.47,0.38,17.5,1921.79,4.5,96.49,6.74,1370.49,5.4,76.71,5.48,7.71
1921.11,7.06,0.46,0.33,17.4,1921.87,4.43,102.26,6.72,1460.39,4.82,68.78,5.84,8.24
1921.12,7.31,0.46,0.29,17.3,1921.96,4.37,106.49,6.7,1528.82,4.22,60.65,6.11,8.65
1922.01,7.3,0.46,0.32,16.9,1922.04,4.3,108.86,6.92,1571.14,4.82,69.58,6.29,8.92
1922.02,7.46,0.47,0.36,16.9,1922.12,4.31,111.25,6.98,1613.98,5.32,77.17,6.46,9.19
1922.03,7.74,0.47,0.39,16.7,1922.21,4.31,116.8,7.13,1703.23,5.89,85.82,6.82,9.72
1922.04,8.21,0.48,0.42,16.7,1922.29,4.32,123.9,7.19,1815.4,6.39,93.6,7.27,10.38
1922.05,8.53,0.48,0.46,16.7,1922.37,4.32,128.73,7.26,1895.02,6.89,101.46,7.59,10.85
1922.06,8.45,0.49,0.49,16.7,1922.46,4.33,127.52,7.32,1886.23,7.39,109.38,7.56,10.82
1922.07,8.51,0.49,0.52,16.8,1922.54,4.33,127.66,7.34,1897.36,7.85,116.67,7.6,10.89
1922.08,8.83,0.49,0.56,16.6,1922.62,4.34,134.06,7.49,2001.7,8.45,126.2,8.02,11.5
1922.09,9.06,0.5,0.59,16.6,1922.71,4.34,137.55,7.55,2063.24,8.96,134.36,8.27,11.86
1922.10,9.26,0.5,0.62,16.7,1922.79,4.35,139.74,7.57,2105.62,9.41,141.73,8.43,12.11
1922.11,8.8,0.51,0.66,16.8,1922.87,4.35,132.01,7.59,1998.64,9.85,149.15,8,11.49
1922.12,8.78,0.51,0.69,16.9,1922.96,4.36,130.93,7.61,1991.89,10.29,156.54,7.96,11.45
1923.01,8.9,0.51,0.71,16.8,1923.04,4.36,133.51,7.68,2040.86,10.71,163.77,8.15,11.73
1923.02,9.28,0.51,0.74,16.8,1923.12,4.34,139.21,7.7,2137.81,11.08,170.08,8.53,12.27
1923.03,9.43,0.52,0.76,16.8,1923.21,4.31,141.46,7.73,2182.25,11.44,176.45,8.7,12.51
1923.04,9.1,0.52,0.79,16.9,1923.29,4.29,135.7,7.71,2103.33,11.73,181.83,8.37,12.04
1923.05,8.67,0.52,0.81,16.9,1923.37,4.26,129.29,7.73,2013.92,12.09,188.34,8,11.51
1923.06,8.34,0.52,0.84,17,1923.46,4.24,123.64,7.71,1935.88,12.38,193.82,7.67,11.04
1923.07,8.06,0.52,0.86,17.2,1923.54,4.21,118.1,7.64,1859.11,12.59,198.18,7.35,10.57
1923.08,8.1,0.52,0.88,17.1,1923.62,4.19,119.38,7.71,1889.38,13.02,206.04,7.44,10.72
1923.09,8.15,0.53,0.91,17.2,1923.71,4.16,119.42,7.69,1900.13,13.3,211.58,7.46,10.75
1923.10,8.03,0.53,0.93,17.3,1923.79,4.14,116.98,7.67,1871.51,13.57,217.15,7.32,10.55
1923.11,8.27,0.53,0.96,17.3,1923.87,4.11,120.47,7.7,1937.7,13.92,223.95,7.55,10.88
1923.12,8.55,0.53,0.98,17.3,1923.96,4.09,124.55,7.72,2013.66,14.28,230.81,7.81,11.26
1924.01,8.83,0.53,0.98,17.3,1924.04,4.06,128.63,7.75,2090.04,14.22,230.97,8.07,11.63
1924.02,8.87,0.53,0.97,17.2,1924.12,4.04,129.97,7.81,2122.29,14.24,232.5,8.16,11.76
1924.03,8.7,0.54,0.97,17.1,1924.21,4.03,128.22,7.88,2104.52,14.26,234.04,8.06,11.61
1924.04,8.5,0.54,0.96,17,1924.29,4.01,126.01,7.96,2079.12,14.28,235.63,7.92,11.42
1924.05,8.47,0.54,0.96,17,1924.37,3.99,125.56,7.98,2082.75,14.22,235.86,7.9,11.38
1924.06,8.63,0.54,0.96,17,1924.46,3.98,127.94,8.01,2133.16,14.16,236.06,8.05,11.6
1924.07,9.03,0.54,0.95,17.1,1924.54,3.96,133.08,7.98,2230.07,14.01,234.81,8.38,12.07
1924.08,9.34,0.54,0.95,17,1924.62,3.94,138.46,8.05,2331.45,14.03,236.31,8.72,12.56
1924.09,9.25,0.55,0.94,17.1,1924.71,3.93,136.33,8.03,2306.75,13.89,235.04,8.58,12.36
1924.10,9.13,0.55,0.94,17.2,1924.79,3.91,133.78,8.01,2274.88,13.75,233.79,8.42,12.13
1924.11,9.64,0.55,0.93,17.2,1924.87,3.89,141.25,8.03,2413.34,13.69,233.87,8.89,12.8
1924.12,10.16,0.55,0.93,17.3,1924.96,3.88,148.01,8.01,2540.23,13.55,232.52,9.31,13.41
1925.01,10.58,0.55,0.96,17.3,1925.04,3.86,154.12,8.07,2656.78,13.94,240.24,9.69,13.95
1925.02,10.67,0.56,0.98,17.2,1925.12,3.85,156.34,8.18,2706.71,14.41,249.44,9.83,14.14
1925.03,10.39,0.56,1.01,17.3,1925.21,3.83,151.36,8.19,2632.27,14.71,255.88,9.52,13.69
1925.04,10.28,0.57,1.04,17.2,1925.29,3.82,150.63,8.3,2631.58,15.19,265.46,9.48,13.62
1925.05,10.61,0.57,1.06,17.3,1925.37,3.8,154.56,8.32,2712.46,15.49,271.76,9.73,13.96
1925.06,10.8,0.58,1.09,17.5,1925.46,3.79,155.53,8.28,2741.59,15.7,276.7,9.8,14.04
1925.07,11.1,0.58,1.12,17.7,1925.54,3.77,158.05,8.25,2798.02,15.9,281.57,9.96,14.26
1925.08,11.25,0.58,1.14,17.7,1925.62,3.76,160.18,8.31,2848.08,16.27,289.37,10.11,14.45
1925.09,11.51,0.59,1.17,17.7,1925.71,3.74,163.88,8.37,2926.3,16.66,297.46,10.36,14.78
1925.10,11.89,0.59,1.2,17.7,1925.79,3.73,169.29,8.42,3035.45,17.04,305.59,10.72,15.26
1925.11,12.26,0.6,1.22,18,1925.87,3.71,171.65,8.34,3090.21,17.12,308.26,10.89,15.46
1925.12,12.46,0.6,1.25,17.9,1925.96,3.7,175.43,8.45,3170.84,17.6,318.1,11.15,15.79
1926.01,12.65,0.61,1.25,17.9,1926.04,3.68,178.1,8.55,3232.07,17.58,319.12,11.34,16.02
1926.02,12.67,0.62,1.25,17.9,1926.12,3.65,178.38,8.66,3250.27,17.57,320.15,11.39,16.04
1926.03,11.81,0.62,1.25,17.8,1926.21,3.62,167.21,8.81,3060.06,17.67,323.37,10.71,15.05
1926.04,11.48,0.63,1.25,17.9,1926.29,3.6,161.63,8.87,2971.46,17.56,322.77,10.4,14.56
1926.05,11.56,0.64,1.25,17.8,1926.37,3.57,163.67,9.03,3022.81,17.64,325.81,10.58,14.77
1926.06,12.11,0.65,1.25,17.7,1926.46,3.54,172.43,9.18,3198.65,17.73,328.85,11.2,15.59
1926.07,12.62,0.65,1.24,17.5,1926.54,3.51,181.74,9.4,3385.98,17.91,333.77,11.87,16.47
1926.08,13.12,0.66,1.24,17.4,1926.62,3.48,190.03,9.56,3555.2,18,336.82,12.49,17.26
1926.09,13.32,0.67,1.24,17.5,1926.71,3.45,191.82,9.61,3603.76,17.89,336.03,12.69,17.47
1926.10,13.02,0.68,1.24,17.6,1926.79,3.43,186.44,9.67,3517.71,17.78,335.56,12.43,17.03
1926.11,13.19,0.68,1.24,17.7,1926.87,3.4,187.8,9.72,3558.79,17.67,334.83,12.62,17.22
1926.12,13.49,0.69,1.24,17.7,1926.96,3.37,192.08,9.82,3655.25,17.66,335.99,13.01,17.68
1927.01,13.4,0.7,1.23,17.5,1927.04,3.34,192.97,10.03,3688.27,17.7,338.27,13.19,17.84
1927.02,13.66,0.7,1.22,17.4,1927.12,3.34,197.85,10.19,3797.66,17.64,338.62,13.63,18.36
1927.03,13.87,0.71,1.21,17.3,1927.21,3.34,202.05,10.34,3894.88,17.6,339.22,14.03,18.81
1927.04,14.21,0.72,1.2,17.3,1927.29,3.34,207,10.44,4007.13,17.44,337.55,14.49,19.34
1927.05,14.7,0.72,1.19,17.4,1927.37,3.34,212.91,10.48,4138.38,17.18,333.89,15,19.94
1927.06,14.89,0.73,1.18,17.6,1927.46,3.34,213.21,10.45,4161.17,16.83,328.37,15.12,20.01
1927.07,15.22,0.74,1.16,17.3,1927.54,3.34,221.72,10.73,4344.6,16.96,332.27,15.82,20.85
1927.08,16.03,0.74,1.15,17.2,1927.62,3.33,234.88,10.89,4620.2,16.89,332.32,16.86,22.14
1927.09,16.94,0.75,1.14,17.3,1927.71,3.33,246.77,10.93,4872.17,16.65,328.74,17.82,23.29
1927.10,16.68,0.76,1.13,17.4,1927.79,3.33,241.59,10.96,4787.86,16.4,324.93,17.54,22.84
1927.11,17.06,0.76,1.12,17.3,1927.87,3.33,248.52,11.12,4943.6,16.33,324.84,18.13,23.52
1927.12,17.46,0.77,1.11,17.3,1927.96,3.33,254.35,11.22,5078.11,16.17,322.83,18.65,24.1
1928.01,17.53,0.78,1.13,17.3,1928.04,3.33,255.37,11.31,5117.29,16.51,330.74,18.81,24.22
1928.02,17.32,0.78,1.16,17.1,1928.12,3.35,255.26,11.54,5134.4,17.02,342.39,18.87,24.22
1928.03,18.25,0.79,1.18,17.1,1928.21,3.38,268.97,11.64,5429.61,17.35,350.17,19.94,25.51
1928.04,19.4,0.8,1.2,17.1,1928.29,3.4,285.92,11.74,5791.5,17.69,358.24,21.26,27.1
1928.05,20,0.8,1.22,17.2,1928.37,3.42,293.05,11.77,5955.77,17.91,363.9,21.83,27.73
1928.06,19.02,0.81,1.25,17.1,1928.46,3.44,280.32,11.94,5717.28,18.35,374.24,20.91,26.48
1928.07,19.16,0.82,1.27,17.1,1928.54,3.47,282.38,12.04,5779.82,18.69,382.51,21.08,26.61
1928.08,19.78,0.82,1.29,17.1,1928.62,3.49,291.52,12.13,5987.55,19.01,390.49,21.76,27.39
1928.09,21.17,0.83,1.31,17.3,1928.71,3.51,308.4,12.09,6354.92,19.11,393.84,23,28.87
1928.10,21.6,0.84,1.34,17.2,1928.79,3.53,316.49,12.26,6542.75,19.56,404.38,23.58,29.5
1928.11,23.06,0.84,1.36,17.2,1928.87,3.56,337.88,12.36,7006.28,19.88,412.29,25.12,31.34
1928.12,23.15,0.85,1.38,17.1,1928.96,3.58,341.18,12.53,7096.4,20.34,423.03,25.3,31.47
1929.01,24.86,0.86,1.4,17.1,1929.04,3.6,366.39,12.67,7642.56,20.62,430.09,27.08,33.59
1929.02,24.99,0.87,1.42,17.1,1929.12,3.57,368.3,12.82,7704.81,20.9,437.19,27.13,33.56
1929.03,25.43,0.88,1.44,17,1929.21,3.55,376.99,13.05,7909.33,21.32,447.25,27.68,34.13
1929.04,25.28,0.89,1.46,16.9,1929.29,3.52,376.98,13.27,7932.41,21.73,457.18,27.57,33.9
1929.05,25.66,0.9,1.48,17,1929.37,3.5,380.4,13.34,8027.68,21.88,461.76,27.7,33.97
1929.06,26.15,0.91,1.5,17.1,1929.46,3.47,385.4,13.41,8156.71,22.03,466.32,27.94,34.17
1929.07,28.48,0.92,1.51,17.3,1929.54,3.45,414.88,13.4,8804.43,22.06,468.04,29.93,36.51
1929.08,30.1,0.93,1.53,17.3,1929.62,3.42,438.48,13.55,9329.2,22.33,475.14,31.48,38.29
1929.09,31.3,0.94,1.55,17.3,1929.71,3.39,455.96,13.69,9725.41,22.61,482.23,32.56,39.5
1929.10,27.99,0.95,1.57,17.3,1929.79,3.37,407.75,13.84,8721.54,22.9,489.83,28.96,35.05
1929.11,20.58,0.96,1.59,17.3,1929.87,3.34,299.8,13.98,6437.55,23.18,497.67,21.17,25.59
1929.12,21.4,0.97,1.61,17.2,1929.96,3.32,313.56,14.21,6758.4,23.59,508.46,22.01,26.57
1930.01,21.71,0.97,1.56,17.1,1930.04,3.29,319.96,14.31,6922.09,22.95,496.44,22.31,26.9
1930.02,23.07,0.97,1.5,17,1930.12,3.29,342,14.41,7424.96,22.28,483.73,23.7,28.53
1930.03,23.94,0.97,1.45,16.9,1930.21,3.3,357,14.5,7776.79,21.62,471.03,24.59,29.57
1930.04,25.46,0.97,1.4,17,1930.29,3.3,377.44,14.43,8248.1,20.71,452.58,25.84,31.04
1930.05,23.94,0.97,1.34,16.9,1930.37,3.31,357,14.53,7828.02,20.03,439.14,24.31,29.17
1930.06,21.52,0.98,1.29,16.8,1930.46,3.31,322.82,14.63,7105.33,19.35,425.92,21.87,26.24
1930.07,21.06,0.98,1.24,16.6,1930.54,3.32,319.73,14.81,7064.4,18.78,414.94,21.55,25.85
1930.08,20.79,0.98,1.18,16.5,1930.62,3.32,317.54,14.92,7043.56,18.07,400.8,21.3,25.56
1930.09,20.78,0.98,1.13,16.6,1930.71,3.32,315.48,14.84,7025.2,17.16,382.02,21.07,25.29
1930.10,17.92,0.98,1.08,16.5,1930.79,3.33,273.71,14.94,6122.75,16.45,367.98,18.21,21.88
1930.11,16.62,0.98,1.02,16.4,1930.87,3.33,255.4,15.05,5741.25,15.72,353.39,16.94,20.38
1930.12,15.51,0.98,0.97,16.1,1930.96,3.34,242.78,15.34,5486.38,15.18,343.12,16.06,19.35
1931.01,15.98,0.97,0.94,15.9,1931.04,3.34,253.29,15.32,5752.59,14.9,338.39,16.71,20.17
1931.02,17.2,0.95,0.91,15.7,1931.12,3.37,276.1,15.3,6299.62,14.61,333.29,18.16,21.96
1931.03,17.53,0.94,0.88,15.6,1931.21,3.4,283.2,15.19,6490.51,14.22,325.82,18.58,22.49
1931.04,15.86,0.93,0.85,15.5,1931.29,3.43,257.87,15.07,5938.85,13.82,318.29,16.87,20.46
1931.05,14.33,0.91,0.82,15.3,1931.37,3.45,236.04,15.04,5464.95,13.51,312.72,15.4,18.72
1931.06,13.87,0.9,0.79,15.1,1931.46,3.48,231.49,15.02,5388.57,13.19,306.92,15.06,18.36
1931.07,14.33,0.89,0.76,15.1,1931.54,3.51,239.17,14.8,5595.99,12.68,296.79,15.52,18.96
1931.08,13.9,0.87,0.73,15.1,1931.62,3.54,231.99,14.58,5456.49,12.18,286.56,15.01,18.38
1931.09,11.83,0.86,0.7,15,1931.71,3.57,198.76,14.45,4703.18,11.76,278.29,12.82,15.76
1931.10,10.25,0.85,0.67,14.9,1931.79,3.6,173.37,14.32,4130.62,11.33,270,11.15,13.76
1931.11,10.39,0.83,0.64,14.7,1931.87,3.62,178.13,14.29,4272.37,10.97,263.17,11.42,14.16
1931.12,8.44,0.82,0.61,14.6,1931.96,3.65,145.69,14.15,3522.59,10.53,254.59,9.31,11.61
1932.01,8.3,0.79,0.59,14.3,1932.04,3.68,146.28,13.98,3565,10.46,254.83,9.31,11.69
1932.02,8.23,0.77,0.58,14.1,1932.12,3.65,147.1,13.7,3612.91,10.31,253.17,9.34,11.79
1932.03,8.26,0.74,0.56,14,1932.21,3.62,148.69,13.32,3679.25,10.08,249.44,9.41,11.95
1932.04,6.28,0.71,0.54,13.9,1932.29,3.59,113.86,12.93,2844.09,9.85,246.05,7.19,9.19
1932.05,5.51,0.69,0.53,13.7,1932.37,3.56,101.36,12.63,2558.09,9.69,244.53,6.39,8.24
1932.06,4.77,0.66,0.51,13.6,1932.46,3.53,88.39,12.23,2256.54,9.45,241.27,5.57,7.24
1932.07,5.01,0.63,0.49,13.6,1932.54,3.5,92.84,11.74,2395.05,9.14,235.82,5.84,7.65
1932.08,7.53,0.61,0.48,13.5,1932.62,3.46,140.57,11.33,3650.75,8.9,231.12,8.83,11.63
1932.09,8.26,0.58,0.46,13.4,1932.71,3.43,155.35,10.91,4058.17,8.65,226,9.76,12.89
1932.10,7.12,0.55,0.44,13.3,1932.79,3.4,134.92,10.48,3547.21,8.4,220.85,8.48,11.24
1932.11,7.05,0.53,0.43,13.2,1932.87,3.37,134.6,10.06,3560.98,8.15,215.53,8.46,11.26
1932.12,6.82,0.5,0.41,13.1,1932.96,3.34,131.2,9.62,3492.31,7.89,209.95,8.26,11.03
1933.01,7.09,0.5,0.41,12.9,1933.04,3.31,138.51,9.67,3708.3,8.06,215.75,8.73,11.69
1933.02,6.25,0.49,0.42,12.7,1933.12,3.29,124.02,9.72,3342.13,8.24,221.92,7.83,10.52
1933.03,6.23,0.49,0.42,12.6,1933.21,3.28,124.61,9.7,3379.66,8.35,226.49,7.87,10.63
1933.04,6.89,0.48,0.42,12.6,1933.29,3.26,137.81,9.6,3759.39,8.4,229.16,8.72,11.81
1933.05,8.87,0.48,0.42,12.6,1933.37,3.25,177.41,9.5,4861.34,8.45,231.56,11.25,15.25
1933.06,10.39,0.47,0.43,12.7,1933.46,3.23,206.18,9.33,5670.86,8.43,231.96,13.1,17.77
