Date,SPX_Index,Large_Value_Index,Small_Growth_Index,EAFE_Index,EM_Index,AGG_Index,IG_Corps_Index,Tsy_Index,MBS_Index,Muni_Index,SPX_ETF,Large_Value_ETF,Small_Growth_ETF,EAFE_ETF,EM_ETF,AGG_ETF,IG_Corps_ETF,Tsy_ETF,MBS_ETF,Muni_ETF
2/1/1980,115.12,65.848,53.149,182.71,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/4/1980,114.37,65.848,53.149,183.11,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/5/1980,114.66,65.848,53.149,183.37,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/6/1980,115.72,65.848,53.149,184.4,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/7/1980,116.28,65.848,53.149,186.31,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/8/1980,117.95,65.848,53.149,186.85,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/11/1980,117.12,65.848,53.149,188.67,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/12/1980,117.9,65.848,53.149,188.26,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/13/1980,118.44,65.848,53.149,189.42,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/14/1980,116.72,65.848,53.149,189.68,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/15/1980,115.41,65.848,53.149,187.9,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/18/1980,115.41,65.848,53.149,187.25,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/19/1980,114.6,65.848,53.149,186.19,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/20/1980,116.47,65.848,53.149,185.75,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/21/1980,115.28,65.848,53.149,185.74,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/22/1980,115.04,65.848,53.149,184.55,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/25/1980,113.33,65.848,53.149,183.25,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/26/1980,113.98,65.848,53.149,182.18,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/27/1980,112.38,65.848,53.149,182.78,#N/A N/A,119.35,128.37,123.22,116.7,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/28/1980,112.35,65.848,53.149,183.05,#N/A N/A,112.29,119.46,114.21,109.89,99.8098,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/29/1980,114.15,65.244,52.953,182.17,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/3/1980,112.985,65.244,52.953,181.92,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/4/1980,113.2662,65.244,52.953,180.6,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/5/1980,111.6091,65.244,52.953,180.19,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/6/1980,109.1184,65.244,52.953,178.95,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/7/1980,107.3609,65.244,52.953,175.85,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/10/1980,106.9692,65.244,52.953,172.89,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/11/1980,108.2447,65.244,52.953,172.78,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/12/1980,107.3307,65.244,52.953,173.64,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/13/1980,106.0753,65.244,52.953,172.54,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/14/1980,105.8845,65.244,52.953,169.21,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/17/1980,102.7009,65.244,52.953,165.87,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/18/1980,104.5488,65.244,52.953,165.18,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/19/1980,104.7597,65.244,52.953,166.65,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/20/1980,103.5646,65.244,52.953,167.87,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/21/1980,102.7511,65.244,52.953,166.21,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/24/1980,99.708,65.244,52.953,165.49,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/25/1980,99.6176,65.244,52.953,164.87,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/26/1980,99.1054,65.244,52.953,165.58,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/27/1980,98.6434,65.244,52.953,162.35,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/28/1980,101.114,65.244,52.953,161.5,#N/A N/A,112.29,119.46,114.21,109.89,92.0016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/31/1980,103.0524,58.199,42.004,162.17,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1980,103.1432,58.199,42.004,160.33,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/2/1980,103.6479,58.199,42.004,160.46,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/3/1980,103.1129,58.199,42.004,161.01,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/4/1980,103.1129,58.199,42.004,161.01,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/7/1980,101.1345,58.199,42.004,161.76,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/8/1980,102.154,58.199,42.004,158.94,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/9/1980,104.082,58.199,42.004,163.92,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/10/1980,105.0611,58.199,42.004,166.78,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/11/1980,104.7684,58.199,42.004,167.13,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/14/1980,103.8094,58.199,42.004,168.28,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/15/1980,103.5975,58.199,42.004,167.24,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/16/1980,102.4972,58.199,42.004,167.37,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/17/1980,102.0026,58.199,42.004,170.23,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/18/1980,101.4978,58.199,42.004,170.77,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/21/1980,100.7408,58.199,42.004,170.47,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/22/1980,104.405,58.199,42.004,169.9,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/23/1980,104.7078,58.199,42.004,172.02,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/24/1980,105.3841,58.199,42.004,173.51,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/25/1980,106.1513,58.199,42.004,173.41,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/28/1980,106.6358,58.199,42.004,175.66,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/29/1980,106.8579,58.199,42.004,176.44,#N/A N/A,112.38,118.49,114.08,108.97,87.2312,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/30/1980,107.8169,61.172,44.611,176.81,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1980,106.9749,61.172,44.611,177.19,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/2/1980,107.0967,61.172,44.611,176.84,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/5/1980,107.9081,61.172,44.611,176.87,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/6/1980,107.7763,61.172,44.611,179.71,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/7/1980,108.7196,61.172,44.611,180.4,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/8/1980,107.6546,61.172,44.611,179.84,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/9/1980,106.2243,61.172,44.611,179.68,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/12/1980,106.2852,61.172,44.611,180.95,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/13/1980,107.827,61.172,44.611,183.01,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/14/1980,108.3849,61.172,44.611,183.83,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/15/1980,108.5269,61.172,44.611,183.66,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/16/1980,108.8921,61.172,44.611,181.69,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/19/1980,109.2167,61.172,44.611,180.36,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/20/1980,109.166,61.172,44.611,181.12,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/21/1980,109.2674,61.172,44.611,183.72,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/22/1980,110.5759,61.172,44.611,184.3,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/23/1980,112.2091,61.172,44.611,185.26,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/26/1980,112.2091,61.172,44.611,185.49,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/27/1980,113.0003,61.172,44.611,187.09,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/28/1980,113.6697,61.172,44.611,186.06,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/29/1980,111.854,61.172,44.611,185.41,#N/A N/A,125.12,133.76,130.43,125.78,97.8914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/30/1980,113.3654,64.617,48.192,184.34,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/2/1980,112.8763,64.617,48.192,186.1,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/3/1980,112.6215,64.617,48.192,185.59,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/4/1980,114.7616,64.617,48.192,185.71,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/5/1980,114.9349,64.617,48.192,187.71,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/6/1980,115.3629,64.617,48.192,187.87,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/9/1980,115.8826,64.617,48.192,190.43,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/10/1980,116.8508,64.617,48.192,190.71,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/11/1980,118.2368,64.617,48.192,190.93,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/12/1980,117.7272,64.617,48.192,191.4,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/13/1980,118.0228,64.617,48.192,193.29,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/16/1980,118.3081,64.617,48.192,194.46,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/17/1980,118.247,64.617,48.192,193.59,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/18/1980,118.4813,64.617,48.192,194.45,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/19/1980,116.8508,64.617,48.192,193.23,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/20/1980,116.2393,64.617,48.192,194.21,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/23/1980,116.6979,64.617,48.192,195.02,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/24/1980,117.3399,64.617,48.192,194.57,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/25/1980,118.9501,64.617,48.192,194,#N/A N/A,131.02,141.49,136.04,130.86,102.5678,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
