Date,SPX_Index,Large_Value_Index,Small_Growth_Index,EAFE_Index,EM_Index,AGG_Index,IG_Corps_Index,Tsy_Index,MBS_Index,Muni_Index,SPX_ETF,Large_Value_ETF,Small_Growth_ETF,EAFE_ETF,EM_ETF,AGG_ETF,IG_Corps_ETF,Tsy_ETF,MBS_ETF,Muni_ETF
4/12/1983,184.4503,83.965,89.893,204.58,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/13/1983,185.5748,83.965,89.893,204.63,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/14/1983,187.161,83.965,89.893,205.49,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/15/1983,187.9186,83.965,89.893,206.58,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/18/1983,189.0905,83.965,89.893,207.84,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/19/1983,187.8713,83.965,89.893,206.91,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/20/1983,190.2388,83.965,89.893,206.45,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/21/1983,189.4575,83.965,89.893,207.8,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/22/1983,189.8955,83.965,89.893,208.02,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/25/1983,187.9897,83.965,89.893,209.87,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/26/1983,191.5409,83.965,89.893,208.95,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/27/1983,191.1029,83.965,89.893,210.42,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/28/1983,192.8903,83.965,89.893,209.51,#N/A N/A,184.05,203,184.71,182.25,121.4371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/29/1983,195.3288,90.55,96.446,210.22,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/2/1983,192.5846,90.55,96.446,211.73,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/3/1983,192.8578,90.55,96.446,211.2,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/4/1983,194.0102,90.55,96.446,211.4,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/5/1983,195.1625,90.55,96.446,211.6,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/6/1983,197.3247,90.55,96.446,211.72,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/9/1983,196.9801,90.55,96.446,212.97,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/10/1983,197.1465,90.55,96.446,211.35,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/11/1983,195.9704,90.55,96.446,212.21,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/12/1983,195.1269,90.55,96.446,211.64,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/13/1983,195.8991,90.55,96.446,210.58,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/16/1983,194.1171,90.55,96.446,208.83,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/17/1983,194.4854,90.55,96.446,208.31,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/18/1983,193.9627,90.55,96.446,210.7,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/19/1983,192.442,90.55,96.446,209.55,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/20/1983,192.6202,90.55,96.446,208.85,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/23/1983,194.1527,90.55,96.446,206.33,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/24/1983,196.6594,90.55,96.446,207.6,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/25/1983,197.4553,90.55,96.446,209.05,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/26/1983,196.5881,90.55,96.446,210.37,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/27/1983,195.3764,90.55,96.446,209.86,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/30/1983,195.3764,90.55,96.446,209.59,#N/A N/A,189.18,211.31,191.5,187.22,125.9466,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/31/1983,193.63,90.43,104.138,208.69,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1983,193.8208,90.43,104.138,205.42,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/2/1983,195.5259,90.43,104.138,205.72,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/3/1983,196.0505,90.43,104.138,205.42,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/6/1983,196.5394,90.43,104.138,205.13,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/7/1983,194.0831,90.43,104.138,204.28,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/8/1983,192.4019,90.43,104.138,203.56,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/9/1983,192.9623,90.43,104.138,203.91,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/10/1983,193.9758,90.43,104.138,204.54,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/13/1983,196.5513,90.43,104.138,206.86,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/14/1983,197.3741,90.43,104.138,205.98,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/15/1983,199.27,90.43,104.138,204.63,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/16/1983,201.6786,90.43,104.138,207.39,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/17/1983,201.6666,90.43,104.138,210.12,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/20/1983,201.5355,90.43,104.138,211.18,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/21/1983,203.336,90.43,104.138,212.61,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/22/1983,203.8845,90.43,104.138,214.31,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/23/1983,203.3837,90.43,104.138,214.64,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/24/1983,203.181,90.43,104.138,215.32,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/27/1983,200.8677,90.43,104.138,216.25,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/28/1983,197.5529,90.43,104.138,212.51,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/29/1983,198.6976,90.43,104.138,211.85,#N/A N/A,186.7,207.06,184.53,184.64,120.8176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/30/1983,201.1658,91.981,110.037,212.96,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1983,202.1231,91.981,110.037,213.6,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/4/1983,202.1231,91.981,110.037,212.56,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/5/1983,199.3589,91.981,110.037,211.58,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/6/1983,201.6086,91.981,110.037,212.34,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/7/1983,200.5077,91.981,110.037,212.71,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/8/1983,199.9333,91.981,110.037,212.05,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/11/1983,201.1658,91.981,110.037,210.78,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/12/1983,198.0785,91.981,110.037,210.02,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/13/1983,197.9948,91.981,110.037,209.17,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/14/1983,198.6529,91.981,110.037,210.25,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/15/1983,196.5947,91.981,110.037,208.8,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/18/1983,196.1878,91.981,110.037,209.18,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/19/1983,197.2409,91.981,110.037,209.83,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/20/1983,202.5779,91.981,110.037,212.76,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/21/1983,202.3026,91.981,110.037,214.92,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/22/1983,202.0992,91.981,110.037,213.94,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/25/1983,202.8651,91.981,110.037,212.71,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/26/1983,203.8463,91.981,110.037,214.23,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/27/1983,200.5436,91.981,110.037,215.4,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/28/1983,197.4922,91.981,110.037,215.11,#N/A N/A,186.9,207.1,185.45,183.98,122.0261,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/29/1983,195.2305,90.354,103.897,212.98,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1983,194.606,90.354,103.897,209.8,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/2/1983,194.57,90.354,103.897,211.47,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/3/1983,196.2874,90.354,103.897,211.33,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/4/1983,193.7533,90.354,103.897,211.43,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/5/1983,194.2457,90.354,103.897,208.32,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/8/1983,191.1712,90.354,103.897,207.85,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/9/1983,192.3122,90.354,103.897,207.57,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/10/1983,194.0055,90.354,103.897,206.51,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/11/1983,194.0176,90.354,103.897,206.52,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/12/1983,194.7501,90.354,103.897,206.81,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/15/1983,196.6117,90.354,103.897,210.33,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/16/1983,196.2514,90.354,103.897,212.44,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/17/1983,198.5092,90.354,103.897,214.28,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/18/1983,196.4195,90.354,103.897,215.97,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/19/1983,196.9359,90.354,103.897,215.43,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/22/1983,197.3683,90.354,103.897,216.88,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/23/1983,195.4827,90.354,103.897,216.25,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/24/1983,193.6573,90.354,103.897,214.72,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/25/1983,193.1649,90.354,103.897,213.73,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/26/1983,194.7261,90.354,103.897,211.6,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/29/1983,194.8582,90.354,103.897,210.14,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/30/1983,195.2546,90.354,103.897,209.89,#N/A N/A,182.48,200.49,175.97,176.69,122.7289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/31/1983,198.1609,92.062,98.401,209.11,#N/A N/A,183.75,201.55,177.11,179.31,121.7859,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1983,197.956,92.062,98.401,210.69,#N/A N/A,183.75,201.55,177.11,179.31,121.7859,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/2/1983,198.8841,92.062,98.401,209.05,#N/A N/A,183.75,201.55,177.11,179.31,121.7859,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
