date,SPY,VLUE,QUAL,SIZE,MTUM,USMV
2013-07-22,169.5,54.78,50.0,54.0,54.419,33.935
2013-07-29,168.59,54.63,50.05,53.75,54.6,33.83
2013-08-05,170.7,55.31,50.73,54.48,55.0,33.98
2013-08-09,169.31,54.85,50.378,54.18,54.522,33.83
2013-08-15,166.38,54.01,49.46,52.96,53.038,33.12
2013-08-19,164.77,53.58,49.26,52.53,52.7,32.76
2013-08-26,166.0,54.11,49.89,53.12,53.05,32.97
2013-09-06,166.04,53.9,50.02,52.82,52.99,32.78
2013-09-09,167.634,53.9,50.3,53.0394,53.37,33.04
2013-09-10,168.87,54.61,50.59,53.38,53.74,33.25
2013-09-19,172.76,55.83,52.07,54.94,55.41,34.2
2013-09-30,168.01,54.15,50.78,53.49,53.88,33.232
2013-10-02,169.18,54.23,51.108,53.62,54.37,33.34
2013-10-03,167.62,54.04,50.74,53.306,53.85,33.07
2013-10-08,165.48,53.61,49.8,53.37,53.19,32.78
2013-10-09,165.6,53.4,49.84,52.93,52.99,32.8
2013-10-11,170.26,54.82,51.0,54.14,54.585,33.57
2013-10-14,170.94,55.19,51.39,53.98,54.76,33.65
2013-10-16,172.07,55.56,51.74,54.565,55.4396,33.955
2013-10-21,174.4,56.2979,52.54,55.33,56.2,34.37
2013-10-28,176.23,56.7,53.21,55.92,57.04,34.89
2013-10-29,177.17,56.92,53.55,56.1001,57.383,35.1
2013-11-01,176.21,56.5,53.2937,55.94,57.03,34.9
2013-11-04,176.83,56.88,53.53,56.11,56.8934,34.99
2013-11-11,177.32,57.25,53.74,55.996,56.66,34.91
2013-11-21,179.91,57.99,54.87,56.45,57.84,35.29
2013-11-25,180.63,58.3399,55.0,56.649,58.48,35.39
2013-12-03,179.75,57.87,55.05,56.18,58.09,35.04
2013-12-06,180.94,58.35,55.27,56.57,58.47,35.23
2013-12-09,181.4,58.639,55.44,56.81,58.57,35.19
2013-12-12,178.13,57.65,54.536,55.7377,57.78,34.52
2013-12-13,178.11,57.58,54.41,55.87,58.09,34.54
2013-12-16,179.216,57.98,54.77,56.1407,58.3,34.65
2013-12-17,178.65,57.89,54.56,56.1407,58.319,34.52
2013-12-18,181.7,58.45,55.3367,56.0,59.11,35.12
2013-12-19,181.49,58.45,55.43,56.55,59.32,35.08
2013-12-20,181.56,59.03,55.8,56.55,59.69,35.22
2013-12-23,182.53,58.89,55.92,56.92,59.7399,35.1
2013-12-24,182.93,58.89,56.03,57.16,59.82,35.195
2013-12-26,183.855,59.342,56.39,57.171,60.1332,35.314
2013-12-27,183.845,59.38,56.3,57.41,59.85,35.33
2013-12-30,183.82,59.36,56.3,57.41,59.75,35.44
2013-12-31,184.69,59.544,56.52,57.52,60.03,35.5
2014-01-02,182.92,59.21,56.1,57.52,59.41,35.15
2014-01-03,182.885,59.14,55.99,57.2099,59.51,35.14
2014-01-06,182.36,59.13,55.77,57.2099,59.38,35.06
2014-01-07,183.48,59.46,56.22,57.22,59.87,35.26
2014-01-09,183.64,59.33,56.1699,57.1,60.42,35.3
2014-01-13,181.685,59.11,55.51,57.51,59.478,35.11
2014-01-14,183.67,59.3,56.15,57.24,60.39,35.32
2014-01-15,184.66,59.68,56.43,57.5999,60.39,35.3934
2014-01-16,184.42,59.3899,56.46,57.47,60.43,35.41
2014-01-17,183.635,59.26,56.31,57.41,60.11,35.3561
2014-01-22,184.3,59.43,56.39,57.71,60.86,35.3675
2014-01-23,182.79,58.76,55.97,57.71,60.17,35.12
2014-01-24,178.89,57.63,54.81,56.2899,58.6699,34.56
2014-01-27,178.01,57.34,54.37,56.13,58.0726,34.41
2014-01-28,179.07,57.34,54.47,56.19,58.71,34.6
2014-01-29,177.35,57.34,54.0,56.19,57.89,34.3
2014-01-30,179.23,57.55,54.4,56.4,59.16,34.6
2014-02-03,174.17,56.78,52.88,56.4,57.07,33.68
2014-02-04,175.385,56.422,53.29,55.304,57.68,33.89
2014-02-07,179.68,57.15,54.63,56.26,59.41,34.57
2014-02-10,180.01,57.622,54.75,56.543,59.4923,34.66
2014-02-11,181.98,58.35,55.34,56.543,60.292,35.03
2014-02-12,182.07,58.32,55.46,56.543,60.315,35.03
2014-02-13,183.01,58.716,55.82,57.6299,60.95,35.26
2014-02-14,184.02,58.95,56.06,57.6299,61.15,35.45
2014-02-19,183.02,59.02,55.8499,58.33,61.18,35.42
2014-02-21,183.89,59.092,56.15,58.4455,61.65,35.61
2014-02-24,184.91,59.092,56.46,58.57,62.27,35.66
2014-03-03,184.98,59.27,56.2625,58.6476,62.0445,35.68
2014-03-04,187.58,60.17,57.21,59.37,63.3,36.17
2014-03-05,187.75,60.14,57.0588,59.23,63.4,36.09
2014-03-07,188.26,60.46,56.942,59.3,63.1,36.16
2014-03-10,188.16,60.41,57.0388,59.3,63.14,36.13
2014-03-11,187.23,60.0,56.9,59.1099,62.682,36.09
2014-03-12,187.28,60.0,56.9199,58.71,62.76,36.12
2014-03-13,185.18,60.0,56.17,58.71,61.85,35.82
2014-03-14,184.66,59.382,56.0,58.71,61.57,35.84
2014-03-17,186.33,59.79,56.58,58.71,62.18,36.08
2014-03-18,187.66,60.36,57.08,59.3099,62.73,36.24
2014-03-19,186.66,60.3259,56.67,59.3099,62.21,35.9639
2014-03-21,186.2,60.5,56.44,59.4636,61.56,35.93
2014-03-24,185.43,60.1462,56.33,58.95,60.73,35.78
2014-03-26,184.97,59.92,55.85,58.68,60.0,35.61
2014-03-27,184.58,59.72,55.66,58.26,59.6546,35.62
2014-03-28,185.49,60.12,55.8,58.83,59.74,35.71
2014-03-31,187.01,60.55,56.3299,59.23,60.34,36.05
2014-04-01,188.25,60.89,56.88,59.23,61.0455,36.08
2014-04-02,188.88,60.89,57.0296,59.6,61.49,36.17
2014-04-03,188.63,60.89,56.8102,59.5509,60.911,36.18
2014-04-04,186.4,61.39,55.9364,59.55,59.6,35.88
2014-04-07,184.34,59.9496,55.4586,58.8199,58.83,35.63
2014-04-08,185.1,59.939,55.4901,58.8199,59.0076,35.78
2014-04-09,187.09,60.532,56.26,58.76,60.27,36.04
2014-04-10,183.155,59.52,55.2188,58.544,58.422,35.52
2014-04-11,181.51,58.9946,54.54,57.99,57.6614,35.26
2014-04-14,182.9401,59.1,54.945,57.988,57.98,35.52
2014-04-15,184.2,59.74,55.4156,57.9401,58.5,35.73
2014-04-16,186.125,60.25,56.058,58.8,59.3299,36.08
2014-04-17,186.39,60.54,56.17,59.12,59.57,36.1
2014-04-21,187.04,60.61,56.29,59.14,60.0,36.21
2014-04-22,187.89,60.95,56.602,59.4,60.49,36.29
2014-04-23,187.45,60.86,56.33,59.4,60.18,36.23
2014-04-25,186.29,60.44,55.96,59.144,58.95,36.09
2014-04-28,186.875,60.6175,56.37,58.9568,58.79,36.29
2014-04-29,187.75,60.96,56.67,59.37,59.2801,36.38
2014-04-30,188.31,61.0399,56.75,59.48,59.74,36.53
2014-05-01,188.325,61.0,56.83,59.66,59.88,36.52
2014-05-02,188.06,61.02,56.7,59.69,59.88,36.42
2014-05-05,188.42,60.66,56.96,59.69,60.32,36.52
2014-05-06,186.78,60.632,56.5,59.39,59.44,36.25
2014-05-07,187.88,60.632,56.46,59.57,59.423,36.47
2014-05-08,187.675,60.83,56.48,59.57,59.33,36.45
2014-05-09,187.96,60.6,56.72,59.53,59.6767,36.5
2014-05-12,189.785,61.49,57.3204,60.079,60.67,36.68
2014-05-13,189.96,61.64,57.42,60.09,60.739,36.73
2014-05-14,189.06,61.35,57.08,60.02,60.27,36.635
2014-05-15,187.4,60.598,56.486,59.3,59.6,36.34
2014-05-16,188.05,60.598,56.77,59.65,59.84,36.51
2014-05-19,188.74,61.13,56.971,59.8,60.37,36.51
2014-05-20,187.55,60.73,56.62,59.4,59.88,36.29
2014-05-21,189.13,61.1,57.02,59.619,60.6,36.49
2014-05-22,189.59,61.41,57.16,59.92,60.99,36.56
2014-05-23,190.35,61.5299,57.4479,60.1,61.31,36.64
2014-05-27,191.52,61.77,57.67,60.36,61.93,36.72
2014-05-28,191.38,61.816,57.6577,60.52,61.97,36.65
2014-05-29,192.37,61.979,57.8799,60.64,62.21,36.82
2014-05-30,192.68,61.979,58.07,60.84,62.17,36.95
2014-06-02,192.895,62.32,58.11,60.9879,62.35,36.93
2014-06-04,193.19,62.497,58.11,60.93,62.36,37.04
2014-06-05,194.45,62.59,58.47,60.93,62.6701,37.18
2014-06-06,195.375,63.184,58.7,61.68,62.82,37.25
2014-06-09,195.58,63.2501,58.749,61.67,62.76,37.24
2014-06-10,195.6,63.28,58.63,61.506,62.77,37.15
2014-06-11,194.92,63.0499,58.44,61.506,62.74,36.98
2014-06-18,196.255,63.5799,58.33,61.55,63.1392,37.25
2014-06-19,196.48,63.6092,58.49,62.0899,63.16,37.4
2014-06-20,195.94,63.81,58.5697,62.14,63.57,37.46
2014-06-23,195.88,63.84,58.57,62.28,63.47,37.4
2014-06-24,194.7,63.38,58.2115,61.9,63.09,37.26
2014-06-25,195.58,63.23,58.25,61.69,63.33,37.2
2014-06-26,195.44,62.878,58.15,61.68,63.28,37.16
2014-06-27,195.82,63.08,58.28,61.84,63.337,37.22
2014-06-30,195.72,63.3,58.19,61.85,63.26,37.22
2014-07-01,197.03,63.65,58.81,62.2201,63.81,37.42
2014-07-02,197.23,63.65,58.86,61.94,63.68,37.37
2014-07-03,198.2,64.0,59.19,62.27,64.0,37.49
2014-07-07,197.51,63.77,59.01,61.96,63.43,37.42
2014-07-08,196.24,63.452,58.7,61.6401,62.92,37.34
2014-07-09,197.12,63.706,58.89,61.9,63.32,37.47
2014-07-10,196.34,63.435,58.55,61.69,63.11,37.41
2014-07-11,196.61,63.46,58.61,61.69,63.35,37.41
2014-07-14,197.6,63.46,58.98,61.69,63.66,37.53
2014-07-16,197.96,64.0227,58.8,62.03,63.41,37.6
2014-07-17,195.71,63.65,58.1,61.56,62.53,37.23
2014-07-18,197.7099,63.95,58.86,61.97,63.4515,37.58
2014-07-21,197.34,63.85,58.64,61.78,63.47,37.46
2014-07-22,198.2,64.1,59.05,61.9332,63.9,37.54
2014-07-23,198.64,64.28,59.339,61.9332,64.2,37.58
2014-07-24,198.65,64.33,59.17,62.13,64.41,37.59
2014-07-28,197.8,63.89,59.11,61.49,64.09,37.51
2014-07-29,196.95,64.02,58.9,61.9,63.88,37.4
2014-07-30,196.98,63.7228,58.91,61.33,63.98,37.33
2014-07-31,193.09,62.79,57.7499,60.74,62.6001,36.69
2014-08-01,192.5,62.3258,57.51,60.45,62.6136,36.69
2014-08-04,193.89,62.3258,57.88,60.65,63.09,36.84
2014-08-05,192.01,61.8501,57.445,60.17,62.38,36.48
2014-08-06,192.07,62.076,57.6,60.12,62.11,36.57
2014-08-07,191.03,61.682,57.23,59.8,61.7899,36.43
2014-08-08,193.24,62.34,57.89,60.48,62.4599,36.86
2014-08-11,193.795,62.6,58.03,60.7705,62.69,37.03
2014-08-12,193.53,62.5,57.98,60.645,62.63,37.01
2014-08-13,194.84,62.6243,58.3545,60.87,63.16,37.21
2014-08-14,195.76,63.04,58.63,61.2515,63.5,37.43
2014-08-15,195.72,63.03,58.69,61.61,63.64,37.41
2014-08-18,197.36,63.54,59.28,61.84,64.05,37.66
2014-08-19,198.39,63.95,59.7224,62.21,64.5065,37.87
2014-08-20,198.92,64.15,59.9701,62.3101,64.77,37.91
2014-08-21,199.5,64.42,60.03,62.5148,64.89,38.03
2014-08-22,199.19,64.18,60.02,62.37,64.92,37.9
2014-08-25,200.2,64.55,60.251,62.63,65.25,38.04
2014-08-26,200.33,64.66,60.36,62.6599,65.31,38.02
2014-08-27,200.25,64.74,60.21,62.62,65.22,38.02
2014-08-28,200.14,64.6038,60.1621,62.62,65.16,38.06
2014-08-29,200.71,64.609,60.2599,62.84,65.48,38.15
2014-09-02,200.61,64.62,60.4,62.86,65.6752,38.11
2014-09-03,200.5,64.75,60.15,62.89,65.6784,38.17
2014-09-04,200.2101,64.5599,60.01,62.82,65.56,38.14
2014-09-05,201.11,64.8,60.27,62.95,65.95,38.36
2014-09-08,200.59,64.69,60.24,63.03,65.95,38.27
2014-09-09,199.32,64.3575,59.89,62.72,65.48,38.05
2014-09-10,200.07,64.44,60.2599,62.72,65.82,38.06
2014-09-11,200.3,64.44,60.08,62.71,65.7,38.11
2014-09-12,199.13,64.0201,59.84,62.257,65.29,37.79
2014-09-15,198.981,64.12,59.68,62.18,64.94,37.85
2014-09-16,200.48,64.1,60.1728,62.67,65.66,38.11
2014-09-17,200.75,64.78,60.16,62.61,65.76,38.11
2014-09-18,201.82,65.0889,60.5799,62.64,66.12,38.22
2014-09-19,200.7,64.85,60.58,62.725,66.04,38.25
2014-09-22,199.15,64.4,60.14,62.2501,65.29,38.04
2014-09-23,198.01,64.04,59.82,61.7919,65.06,37.84
2014-09-24,199.56,64.2099,60.2395,62.049,65.58,37.95
2014-09-25,196.34,63.35,59.22,61.329,64.69,37.53
2014-09-26,197.9,63.638,59.83,61.329,65.23,37.73
2014-09-29,197.54,63.64,59.7399,61.3112,65.18,37.74
2014-09-30,197.02,63.44,59.6099,61.39,64.87,37.68
2014-10-01,194.35,62.45,58.7699,60.68,63.915,37.39
2014-10-02,194.38,62.0,58.78,60.82,63.87,37.44
2014-10-03,196.52,63.0305,59.3899,61.4552,64.8,37.85
2014-10-06,196.29,63.22,59.2708,61.34,64.64,37.83
2014-10-07,193.26,62.408,58.41,61.16,63.52,37.41
2014-10-08,196.64,63.252,59.48,61.318,64.793,38.04
2014-10-09,192.74,61.92,58.42,60.72,63.25,37.42
2014-10-10,190.54,61.09,57.5999,59.902,62.329,37.25
2014-10-13,187.4099,60.11,56.624,59.9,60.87,36.86
2014-10-14,187.7,60.26,56.7,59.29,60.6001,37.03
2014-10-15,186.43,59.6199,56.4065,58.41,60.29,36.73
2014-10-16,186.27,59.71,56.3879,59.16,60.682,36.65
2014-10-17,188.47,60.4801,57.01,59.771,61.71,37.04
2014-10-20,190.3,61.13,57.3,60.13,62.2,37.36
2014-10-22,192.69,61.98,58.11,61.09,63.29,37.84
2014-10-23,194.93,62.54,58.93,61.71,64.278,38.1
2014-10-24,196.43,62.8,59.354,62.12,64.96,38.41
2014-10-27,196.16,62.85,59.4699,62.12,64.79,38.47
2014-10-28,198.41,63.0201,60.06,62.355,65.56,38.72
2014-10-29,198.11,63.17,59.95,62.355,65.16,38.63
2014-10-30,199.38,63.6818,60.63,62.97,65.66,39.03
2014-10-31,201.66,64.37,61.2,63.6136,66.359,39.28
2014-11-03,201.77,64.77,61.11,63.7988,66.46,39.33
2014-11-04,201.07,64.46,60.95,63.6,66.35,39.4
2014-11-05,202.34,64.8599,61.09,63.96,66.68,39.6
2014-11-06,203.15,64.89,61.38,63.96,67.03,39.65
2014-11-07,203.34,65.1,61.31,63.96,66.745,39.67
2014-11-10,203.98,65.4,61.64,64.46,66.99,39.85
2014-11-11,204.175,65.324,61.71,64.46,67.02,39.83
2014-11-12,203.96,65.358,61.79,64.3501,67.05,39.82
2014-11-13,204.19,65.358,61.852,64.32,66.92,39.88
2014-11-14,204.24,65.4399,61.77,64.32,66.84,39.81
2014-11-17,204.37,65.32,61.64,64.45,66.96,39.92
2014-11-18,205.55,65.32,61.93,64.883,67.77,40.11
2014-11-19,205.22,65.76,61.79,64.68,67.483,40.09
2014-11-20,205.58,65.8399,61.97,64.68,67.43,40.1
2014-11-21,206.68,66.26,62.28,64.68,67.8,40.2
2014-11-24,207.26,66.44,62.49,64.68,68.14,40.27
2014-11-25,207.11,66.56,62.44,65.439,68.25,40.28
2014-11-26,207.64,66.3,62.58,65.4892,68.73,40.46
2014-11-28,207.2,66.0,62.6,65.621,68.85,40.68
2014-12-01,205.76,65.6138,62.29,65.24,68.37,40.53
2014-12-02,207.085,66.181,62.61,65.42,68.82,40.67
2014-12-03,207.89,66.411,62.91,65.6961,68.95,40.74
2014-12-05,208.0,66.5,62.97,65.684,69.2101,40.7
2014-12-08,206.61,65.9348,62.5,65.45,68.97,40.63
2014-12-09,206.47,65.9348,62.6,65.39,68.95,40.53
2014-12-10,203.1601,64.84,61.546,64.6,67.91,40.04
2014-12-11,204.19,65.14,61.88,65.22,68.2787,40.285
2014-12-12,200.89,64.6199,61.0,64.2439,67.51,39.76
2014-12-15,199.51,63.54,60.7,63.57,67.04,39.56
2014-12-17,201.79,63.15,60.983,63.96,67.43,40.04
2014-12-18,206.78,65.54,62.71,65.078,69.2,40.79
2014-12-19,206.52,66.207,62.979,65.84,69.23,40.88
2014-12-22,207.47,66.5399,62.98,66.24,69.2399,41.13
2014-12-23,207.75,66.9971,62.999,66.659,68.879,41.18
2014-12-24,207.77,66.54,62.8799,66.299,68.74,40.99
2014-12-26,208.44,66.73,63.03,66.51,69.06,41.07
2014-12-29,208.72,66.8462,63.05,66.62,69.04,41.11
2014-12-30,207.6,66.56,62.81,66.3,68.5,40.94
2014-12-31,205.54,66.01,62.25,65.53,68.06,40.48
2015-01-02,205.43,65.3901,62.24,65.32,67.95,40.51
2015-01-05,201.72,65.3901,61.3,64.53,67.07,40.13
2015-01-06,199.82,64.03,60.7699,64.27,66.5,40.02
2015-01-07,202.31,64.54,61.46,64.86,67.6,40.53
2015-01-08,205.9,65.849,62.61,65.83,68.98,41.13
2015-01-09,204.25,65.2305,62.07,65.4,68.62,40.89
2015-01-12,202.65,64.55,61.56,64.9,68.22,40.71
2015-01-13,202.08,64.37,61.3881,64.81,67.99,40.67
2015-01-14,200.86,63.8582,61.15,64.41,67.76,40.53
2015-01-15,199.0199,63.29,60.5799,64.34,67.31,40.47
2015-01-16,201.63,64.135,61.3999,64.52,68.13,40.91
2015-01-20,202.055,63.93,61.68,64.935,68.5,40.98
2015-01-21,203.08,64.41,61.7996,65.16,68.77,41.045
2015-01-22,206.1,64.88,62.79,66.09,69.95,41.65
2015-01-23,204.97,65.09,62.65,66.012,69.81,41.43
2015-01-26,205.45,64.99,62.76,66.19,69.88,41.52
2015-01-27,202.74,64.72,61.71,65.71,68.99,41.22
2015-01-28,200.14,63.4,61.13,65.72,68.2,40.75
2015-01-29,201.9902,63.93,61.7225,65.26,68.85,40.96
2015-01-30,199.45,63.29,61.17,64.4924,67.59,40.28
2015-02-02,201.92,63.1099,61.72,64.72,68.09,40.63
2015-02-03,204.84,65.29,62.65,65.8764,68.74,41.08
2015-02-04,204.06,65.468,62.2,65.78,68.63,40.98
2015-02-05,206.12,65.79,62.96,66.49,69.375,41.38
2015-02-06,205.55,66.0443,62.54,66.1612,68.71,41.02
2015-02-09,204.63,65.36,62.34,66.1612,68.28,40.8
2015-02-10,206.81,65.97,63.0,66.354,69.23,41.23
2015-02-11,206.93,66.067,63.03,66.285,69.59,41.25
2015-02-12,208.92,66.72,63.546,66.85,70.04,41.45
2015-02-13,209.78,67.0099,63.94,66.88,70.13,41.48
2015-02-17,210.11,67.18,63.98,67.0718,70.43,41.5
2015-02-18,210.13,67.04,64.11,66.86,70.64,41.64
2015-02-19,209.98,67.04,64.23,67.287,70.684,41.46
2015-02-20,211.239,67.07,64.7,67.1525,71.26,41.73
2015-02-23,211.209,67.15,64.75,67.46,71.51,41.78
2015-02-24,211.81,67.42,64.89,67.585,71.59,41.8
2015-02-25,211.63,67.34,64.99,67.59,71.42,41.81
2015-02-27,210.66,67.04,64.85,67.35,71.26,41.75
2015-03-02,211.99,67.4,65.35,67.43,71.7,41.89
2015-03-03,211.12,66.94,64.98,67.34,71.22,41.73
2015-03-04,210.2301,66.71,64.7072,66.91,71.13,41.54
2015-03-05,210.46,66.8099,64.91,67.17,71.29,41.69
2015-03-06,207.5,65.76,63.9299,66.1606,70.15,40.95
2015-03-09,208.36,66.18,64.29,66.43,70.58,41.14
2015-03-10,204.98,65.06,63.22,65.6796,69.49,40.61
2015-03-11,204.5,65.078,62.9,65.58,69.34,40.52
2015-03-12,207.1,65.618,63.56,66.214,70.12,41.05
2015-03-13,205.8272,65.43,63.13,66.08,69.82,40.85
2015-03-16,208.58,66.19,64.06,66.8199,70.89,41.41
2015-03-17,207.96,66.07,63.78,66.6,70.9358,41.23
2015-03-18,210.46,66.8,64.56,67.76,71.7,41.73
2015-03-19,209.5,66.3876,64.5499,67.21,71.8,41.6
2015-03-20,210.41,67.233,65.17,67.96,72.3399,41.93
2015-03-23,210.0,67.1,65.1599,67.87,71.97,42.0
2015-03-24,208.82,66.62,64.71,67.4499,71.61,41.75
2015-03-25,205.76,65.566,63.5599,66.22,69.92,41.05
2015-03-26,205.27,65.3,63.46,66.053,69.9372,40.92
2015-03-27,205.74,65.2287,63.49,66.215,70.46,41.1
2015-03-30,208.25,66.1,64.22,67.19,71.11,41.55
2015-03-31,206.43,66.1,63.61,66.6,70.2999,41.26
2015-04-01,205.7,65.57,63.23,66.58,69.72,41.16
2015-04-02,206.435,65.628,63.35,66.8,69.89,41.24
2015-04-06,207.83,66.26,63.6972,67.294,70.236,41.47
2015-04-07,207.28,65.97,63.8199,67.26,70.22,41.31
2015-04-08,207.975,66.02,63.9,67.0601,70.46,41.43
2015-04-09,208.9,66.2798,64.22,67.16,70.701,41.5
2015-04-10,210.04,66.678,64.38,67.5,71.1,41.61
2015-04-13,209.09,66.6316,64.17,67.2004,70.73,41.43
2015-04-14,209.49,66.6,64.0076,67.2412,70.65,41.52
2015-04-15,210.43,67.3,64.41,67.2412,70.88,41.56
2015-04-16,210.37,66.98,64.25,67.341,70.92,41.52
2015-04-17,207.95,66.28,63.44,66.49,70.06,41.11
2015-04-20,209.85,66.946,64.14,67.24,70.82,41.46
2015-04-21,209.6,66.88,64.2,67.24,71.025,41.44
2015-04-22,210.63,66.47,64.58,67.35,71.27,41.58
2015-04-23,211.16,67.2,64.89,67.63,71.37,41.735
2015-04-24,211.6499,67.09,65.134,67.32,71.49,41.8
2015-04-27,210.77,67.098,64.88,67.28,70.9348,41.51
2015-04-28,211.44,67.2266,64.95,67.09,71.0,41.68
2015-04-29,210.57,67.0212,64.5808,66.7944,70.54,41.36
2015-04-30,208.46,66.54,63.72,66.22,69.565,41.02
2015-05-01,210.72,67.0101,64.63,66.7414,70.6299,41.33
2015-05-04,211.32,67.45,64.77,67.2495,70.8,41.45
2015-05-05,208.9,66.67,64.1,66.21,69.748,41.0
2015-05-06,208.04,66.38,63.74,65.86,69.47,40.9
2015-05-07,208.87,66.5503,64.08,66.41,70.06,41.12
2015-05-08,211.62,67.3416,65.04,67.1524,70.96,41.59
2015-05-11,210.605,67.02,64.8421,67.1524,70.73,41.37
2015-05-12,209.98,66.9399,64.64,66.76,70.48,41.29
2015-05-13,210.02,66.79,64.62,66.69,70.56,41.25
2015-05-14,212.21,67.3801,65.3972,66.69,71.55,41.74
2015-05-15,212.44,67.51,65.4499,67.2601,71.7,41.88
2015-05-18,213.1,67.7,65.63,67.6494,72.08,41.94
2015-05-19,213.03,67.7461,65.69,67.6494,72.06,41.97
2015-05-20,212.88,67.836,65.62,67.801,72.04,41.945
2015-05-21,213.5,67.82,65.73,67.7006,72.14,41.92
2015-05-22,212.99,67.89,65.53,67.72,72.03,41.81
2015-05-26,210.7,66.9499,64.73,66.94,71.3,41.45
2015-05-27,212.7,67.434,65.26,67.36,72.241,41.72
2015-05-28,212.46,67.55,65.2222,67.4,72.1395,41.69
2015-05-29,211.14,67.15,64.69,67.299,71.91,41.44
2015-06-01,211.57,67.15,64.86,67.291,71.97,41.55
2015-06-02,211.36,67.24,64.8,67.291,71.66,41.41
2015-06-03,211.92,67.3995,64.92,67.2101,71.77,41.4
2015-06-05,209.77,66.8812,64.2,66.5869,71.0,40.88
2015-06-08,208.48,66.6299,63.79,66.43,70.58,40.7
2015-06-09,208.45,66.66,63.78,66.12,70.64,40.63
2015-06-10,210.95,67.334,64.65,66.84,71.5,40.98
2015-06-11,211.63,67.44,64.91,67.03,71.7,41.19
2015-06-12,210.01,66.93,64.39,66.7199,71.31,40.94
2015-06-15,209.11,66.62,64.05,66.33,71.26,40.72
2015-06-16,210.25,66.9668,64.47,66.694,71.73,40.99
2015-06-17,210.59,66.9668,64.7243,67.0452,71.84,41.14
2015-06-18,212.78,67.71,65.3899,67.54,72.863,41.58
2015-06-19,210.81,67.444,65.18,67.37,72.8,41.41
2015-06-22,211.89,67.74,65.4099,67.5801,73.13,41.53
2015-06-23,212.04,67.74,65.3,67.5801,73.27,41.49
2015-06-24,210.5,66.983,64.6412,66.76,72.4,40.99
2015-06-25,209.86,67.0043,64.4,66.76,72.8,40.9
2015-06-29,205.42,65.55,62.91,65.3,71.23,40.28
2015-06-30,205.85,65.7,63.2,65.443,71.44,40.32
2015-07-01,207.5,65.75,63.52,65.84,72.11,40.8
2015-07-02,207.31,65.89,63.62,65.84,71.95,40.83
2015-07-06,206.72,65.37,63.35,65.84,71.8,40.86
2015-07-07,208.02,65.84,63.79,66.27,72.2499,41.25
2015-07-08,204.53,64.66,62.82,65.3201,71.19,40.81
2015-07-09,204.9,65.0483,63.01,65.81,71.48,40.81
2015-07-10,207.48,65.68,63.67,66.12,72.59,41.24
2015-07-13,209.77,66.32,64.52,66.12,73.36,41.53
2015-07-14,210.68,66.6733,64.8,66.9008,73.78,41.62
2015-07-15,210.61,66.48,64.76,66.77,73.64,41.59
2015-07-16,212.3,66.9397,65.22,66.77,74.06,41.86
2015-07-17,212.48,66.9397,65.67,66.73,74.06,41.77
2015-07-20,212.59,66.865,65.81,66.84,74.2999,41.79
2015-07-21,211.75,66.4279,65.62,66.85,73.88,41.6
2015-07-22,211.37,66.43,65.35,66.85,73.91,41.66
2015-07-23,210.18,66.1604,65.0,66.85,73.5426,41.4
2015-07-27,206.79,64.83,63.62,65.2705,72.8,41.14
2015-07-28,209.33,65.63,64.465,65.5801,73.729,41.57
2015-07-29,210.77,66.24,65.0099,65.5801,74.21,41.85
2015-07-30,210.82,66.1501,65.22,65.5801,74.14,41.87
2015-07-31,210.5,65.91,65.02,67.07,74.1504,41.94
2015-08-03,209.79,65.7701,64.76,66.71,74.07,41.98
2015-08-04,209.38,65.49,64.78,66.71,73.79,41.95
2015-08-05,210.07,65.64,65.31,66.99,74.09,42.2
2015-08-06,208.35,65.37,64.52,66.256,72.76,41.95
2015-08-07,207.95,65.37,64.38,66.3521,72.71,41.94
2015-08-10,210.57,66.02,65.12,67.15,73.2569,42.21
2015-08-11,208.67,65.31,64.61,66.7268,72.82,42.12
2015-08-12,208.92,65.34,64.7,66.03,72.59,42.24
2015-08-13,208.66,65.63,64.71,66.702,72.85,42.25
2015-08-14,209.42,65.61,64.86,66.975,73.03,42.45
2015-08-17,210.59,65.85,65.2,67.4766,73.768,42.63
2015-08-18,209.98,65.77,65.1214,67.34,73.67,42.62
2015-08-19,208.32,65.2409,64.87,67.06,73.38,42.47
2015-08-20,203.97,63.94,63.52,65.9,71.58,41.86
2015-08-21,197.83,62.15,61.275,64.22,69.2,40.78
2015-08-24,189.5,59.71,58.94,61.2812,66.46,39.25
2015-08-25,187.27,59.99,58.25,62.18,66.28,38.58
2015-08-26,194.46,60.55,60.93,62.38,68.91,39.75
2015-08-27,199.27,61.95,62.16,63.838,70.6,40.48
2015-08-28,199.28,62.144,62.18,63.6299,70.47,40.44
2015-08-31,197.67,62.1,61.5,63.32,69.7,40.04
2015-09-01,191.77,60.06,59.82,61.57,67.81,39.09
2015-09-02,195.41,60.58,60.8599,62.28,69.34,39.65
2015-09-03,195.55,61.4052,60.99,62.88,69.33,39.74
2015-09-04,192.59,60.59,60.12,62.0,68.6399,39.2
2015-09-08,197.43,61.86,61.59,63.15,70.31,40.02
2015-09-14,196.01,61.42,61.11,62.73,70.1661,39.7
2015-09-17,199.73,62.8999,62.2499,64.68,71.75,40.52
2015-09-18,195.45,61.41,61.31,63.354,70.7099,40.13
2015-09-22,193.91,60.59,61.07,62.4326,70.39,39.96
